,DE,G-Net,IGAP,Jensen,Mod-Net,Names,Score
1465,3.4899797467855946,3.0132146997561646,0.006406,0.0001655,9.451997021512547,LPCAT2,2.852756682225966
3345,3.0825746589306298,4.918783540524269,0.0063490000000000005,0.0004549188844559999,7.415213047490892,LY86,2.8365921918217762
4496,5.166120769767253,3.843126454330261,0.0,0.0,7.932136599019283,TMEM255A,2.823563970519466
2413,2.3612017772141507,8.0425818851188,0.07126,0.001093,5.092733901255978,PLAT,2.8192383191148234
4051,-0.5921363481729688,7.804991609343283,0.003383,0.04981,8.554143258718346,IFIT2,2.8114018770472513
3053,4.301421354527244,5.471544631704763,0.006670000000000001,0.0070659999999999985,5.964182092932125,UNC93B1,2.785704886082143
1115,0.6132157037657129,9.665019768189172,0.002529,0.0009136,5.249707016159131,FRYL,2.773116560988889
2942,-1.8041190791640933,5.246104916410006,1.919e-05,7.812e-07,10.05716668025237,ABI3,2.7486223696401093
388,3.7233708529666973,4.592469374329013,7.355e-06,0.00182851423182,5.6110017370267,SNX1,2.672810916791357
1174,2.602662714126414,5.675129456045692,0.009326,0.00249385303629,6.35022263133891,APBB1IP,2.648629238185382
12526,0.14262943894932123,6.795698121799272,0.009095,0.01886,7.472906651850293,HLA-DMA,2.617855035870824
5873,1.6114030516932962,8.478943941639235,0.007155,0.005263124424930001,4.13256477531866,SLCO2B1,2.6177578230126417
11853,4.52220144562645,2.2403967094461166,1.236e-08,1.13105709932e-10,4.3166749068994825,HLA-DRB1,2.603202985499924
2533,1.5678647120002418,4.31148208818803,0.01508,0.000152123397766,7.345570687649831,SLC1A5,2.587603541498094
97,2.836053820307268,5.989601634291113,0.03787,0.0009963,5.222347219344631,TMEM98,2.5656653771620075
6832,0.766956395065979,5.836594087309728,0.009567,0.00417308671121,6.511724206187855,LHFPL2,2.5279631746532267
3090,2.888196944012097,6.609354946601307,0.02007,0.019625823553400003,4.595199747090085,SLC15A3,2.5241483986550852
1270,3.53223718940883,3.6024581536758338,0.01102,0.0002905,5.589249480758859,PSEN1,2.5239517542279932
2056,5.943592841382772,3.370969724817106,0.01135,0.033760000000000005,4.506344828699926,SLC17A9,2.510791589520449
2401,3.687809070483531,6.593795335263534,0.005928,0.0005225,3.3286615921472316,EYA1,2.5065576188486154
126,2.8568057324934113,2.3807871086987618,0.01548,0.000667933644947,8.143624387413343,SCIN,2.4955885353056897
4882,0.6581600087255105,5.558961411944419,0.02522,0.02297,7.705906087491604,RHBDF2,2.491948362280895
458,-0.4984917864555983,9.505136673308362,0.01274,0.0001629,4.44465981601935,CDH1,2.476481184452755
2928,-1.3696723777279773,7.04291148235736,0.003928,0.00751520121308,7.755164681309269,CYTH1,2.475928566378216
2215,0.2353856252164655,6.611167719015726,0.0007363,0.0020050000000000003,6.41000558737934,HTR2A,2.467798239919403
2613,1.238970001828804,1.8249339199398715,0.1589,0.007541,10.486211419838089,ERF,2.4650053504077607
5464,4.6825765989860075,5.170730751714518,0.04966,0.004442,3.157159851261522,DSC2,2.454393321546433
5905,2.655845145543045,5.752850127850164,0.03055,0.1283,5.254209124645586,CASP1,2.4325189831755414
1859,2.6119620195147637,5.344084157310203,0.013880000000000002,0.00368364494496,4.817310595529552,SUN2,2.4267461905328434
1740,2.4800077781018715,5.718122575120922,0.07992,0.0003903,5.3981261264263125,ERMP1,2.4250866894469967
5514,2.612541874059341,2.9640933187931697,0.01746,0.0007493003515149999,5.68653466512845,HAVCR2,2.418474692661139
3122,4.364857848237321,4.953383921200733,0.016390000000000002,0.0017607126800399996,3.65482763030894,SELPLG,2.388044623705959
1811,-0.7916934268110049,5.667261625433596,0.0217,0.00566207415317,7.44152158807514,CYTH4,2.3861516254816366
1081,2.6498526160562625,6.538706401935849,0.01153,0.00937425397091,3.5381064511740354,SCARF1,2.382486627079184
4536,6.107830715755078,1.02363410959644,0.0479,0.005981,5.624865305135008,C3,2.371108015343475
941,5.234840591870413,2.4068986818874585,0.05511,0.05416,5.43784119307182,FSTL3,2.360836147808952
4733,6.0651398634590485,4.134423278880669,0.005708,0.013734028331,2.030452866855014,FGL2,2.3492773653550088
3807,4.8742816430107005,5.587367430549941,0.008483,0.00233636195589,2.1105568914150687,GBP3,2.3433134029571008
293,-0.46273548885128046,7.732905325932173,0.0,0.0,6.7851903050576645,WAS,2.3425600236897592
1696,2.0194489376081126,2.719014351717759,0.04183,0.0131237725124,8.09360383303622,PTGS1,2.340763043390071
4385,4.4885091436923314,2.541150381071911,0.051,0.01289,5.577443092169206,SDC4,2.3402279956006025
913,5.2409083272089685,5.093015833300815,0.003083,0.003239,2.1602366310296794,ABCC9,2.320617656056604
400,1.7894199511285147,5.333886650912496,0.01073,5.95819990239e-05,4.683505121762062,GRN,2.3156619211366283
1725,0.7308533621269656,8.818003125202784,0.002228,0.001401,2.916016698169246,ITPR3,2.3149728168563244
12982,2.8860147913763825,7.409889439574897,0.02517,0.0112263868765,2.4919375447524863,HLA-DPB1,2.3139447785051557
3654,-0.7904153875199141,5.111029789853266,0.01382,0.0008324,7.885242209390312,SLC1A4,2.306404089470508
2769,3.207396643294833,2.6430037434548193,0.0009374,0.00026083306004,6.763125780149482,DOCK8,2.3032648299973877
2886,0.4992186344625524,8.271758317534964,0.01986,0.033319999999999995,3.497927346892935,ASPA,2.2979922720057804
10981,-3.4155034751295608,5.217449975608824,0.1009,0.00393963852174,9.839595028500593,UBA7,2.2902305816081117
3758,1.9828201457299965,6.403815001923546,0.04972,0.0436,4.390061560024251,OLFML3,2.289868171799676
2631,1.6122942607655988,11.847108451279142,0.0292,0.00232657466781,-1.2105592800650706,NAMPT,2.2790876140896694
788,-0.07785388385529989,3.900575001592987,0.003837,0.00023485640299900006,7.156101666295166,SNAP91,2.24755737809165
5927,-1.6836505234132617,4.25939738987548,0.001168,0.001062,9.063015407042467,PLCB2,2.2355483411027977
11861,0.24625444446895267,-1.6841063982435232,0.004512,0.0113055656584,13.662333698834518,FAT4,2.2318275021942697
2717,2.163637560316558,4.062482356890606,0.02838,0.008223999999999999,5.934479547475669,GIMAP2,2.204163809680302
10762,2.966434474490259,3.932763736462882,0.002196,0.00241758083315,4.789633300907749,CIITA,2.1880878967111204
7885,-2.350363722176349,7.8578498437585695,0.0,0.0,7.618637686514629,TMEM268,2.1876873013494746
1112,1.9414689035592927,8.656168779732052,0.003442,0.0005082814638909999,0.9823587290306589,FNDC3B,2.177136240360498
129,1.6687004757024735,4.006277048633445,0.002413,0.0008165,5.55518191444717,ADIPOR2,2.17234785551358
4075,0.41291815258473774,3.9818349715351,0.02794,0.00230100215527,7.147348136300879,MOB3B,2.1714611486876416
3033,2.540596198644651,2.3204123213236247,0.01124,0.006756999999999999,7.035897469994356,CTSC,2.162177754605227
5153,3.0493179767181378,3.4939432082600512,0.008259,0.0003329,4.827095270059982,MATN3,2.1613325213507677
5848,3.3120519960360917,8.311803909681235,0.003647,0.005142,-0.24423839008460446,LRRC1,2.147297295679069
4066,-1.2803628274033492,6.740821848993937,0.05655,0.0005757999999999999,6.328820432970575,KCNIP2,2.1443534978616507
6269,5.406728101455812,1.146153768413647,0.00485,0.000230220677386,4.120596542903402,ITGAX,2.131506116117986
600,5.0467678773388345,5.209118263899908,0.2028,0.004484,1.0151718562020748,ENTPD2,2.128660275822185
2039,4.996898684164101,3.888882377189747,0.014430000000000004,0.002119,2.3513704460445624,BMP7,2.124329230861213
2480,2.3003219911916375,4.432862861155005,0.1324,0.017580000000000002,4.285144377565749,LYL1,2.114558159158576
1549,5.608024826290008,3.418163930585532,0.005059,0.000300129603956,1.7187071046456368,FXYD5,2.111249741995297
5751,-1.6455104726353225,2.0257019506341205,3.719e-16,8.241294701849999e-20,4.80263872079231,BIN1,2.1084340456406228
2873,1.6237755023548475,5.956899401448033,0.1759,0.005021,3.134954504890959,TBC1D12,2.103886847455553
6099,-2.021924569209768,6.874662103644809,0.004215999999999999,0.0016416417736099995,6.589840890537874,SLCO1C1,2.103027601486446
1443,2.727414767995147,2.718567950196855,0.04379,0.01655,6.0929834243318295,LAT2,2.0964602552034446
604,2.0467701411991297,5.793643228901299,0.002287,0.00918345100735,3.6087323286561435,PTPRN,2.091080609110889
161,3.521722999685238,5.7061376198819715,0.02053,0.01832,2.109072633250581,DLEC1,2.0905391849902597
5702,-1.6348919357710099,7.176386221611931,0.02135,0.00118578944372,5.500785744047875,AOAH,2.082446069584178
1154,3.60891493595874,3.1389748644789335,0.002081,0.00029364416310000005,3.760622813730764,ARHGEF1,2.074871508720332
4412,0.6613832597361087,4.310784841482104,0.03678,0.0408683265449,5.674711443330282,TP53TG5,2.073317664416943
7022,3.475909739167066,10.027491568110749,0.03236,0.00125777803945,-3.260445119934204,PMP2,2.065830642891679
3001,3.5577861701045186,4.32017536493379,0.0007206000000000001,0.001277,2.9454195712686224,CPE,2.054626926027776
3165,5.703267180524941,2.858308221198326,0.05065,0.02288,2.5221521962252735,LTBR,2.046705854612358
4162,4.471167699172089,2.5347950834404274,0.03457,0.000758300545329,3.6347376492267927,TBX2,2.0371161100746105
6545,4.970804841672442,4.041304766245683,0.0011710000000000002,0.008259,2.014348684994455,RGL1,2.030321663627771
816,8.451299084247779,0.7127204885650048,0.1079,0.0423314740886,1.6876897691672292,CD84,2.024161185650494
7605,2.023969715041664,-1.4923767620800523,0.02202,1.33455946783e-05,7.4721803406950835,ENAH,2.0229711456408075
12191,0.21522555832778478,4.340154138005218,0.00016869999999999998,1.43191457241e-05,5.329107239913919,PLCG2,2.022744350258675
9885,0.741983257823459,2.4270357270734926,0.1481,0.009517,7.200238311991131,RGS19,2.0214905356861292
1986,0.4615124150642507,1.608330110391625,0.006583,3.07075206386e-06,7.124054305599883,C14orf93,2.0188113544088817
2827,2.2714859759524124,4.653298543790881,0.003192,7.619223487350002e-07,3.534046672785273,ACTA2,2.0176407266912633
1562,-3.1814374790951216,9.273871901230256,0.0,0.0,6.011156510840163,ARHGAP4,2.017265155495883
12224,3.91931778402043,1.6188798329808836,3.052e-08,5.78732685132e-09,0.7672633152988512,CD2AP,2.012947647602348
366,-0.4785549417307664,7.5343334739052334,0.0128,0.010032668831799998,3.4372294436730226,TYMP,2.0052541470108327
1956,1.7585700236923578,2.903937136112682,0.005054,1.0359403932e-05,5.4817011091370365,RIN3,1.9923937242304035
10630,3.836853318220685,4.259494044979585,0.0008426,0.000216548707346,1.3945563657390536,ZNF366,1.9807696205985845
4974,3.8383838282834604,6.588606438693427,0.04629,0.015963719651799997,0.007219157092660132,HELZ2,1.9704445296072775
8185,3.9671813434102017,-0.7694194409848718,0.001043,4.31179515031e-06,3.188383638263308,AZGP1,1.9683469997605854
1463,3.9404576512779936,5.5609457316044715,0.004887,0.0016579999999999998,0.9098983265798357,MMP2,1.9635236936382272
6465,-1.8002377240867344,3.5379790139811105,0.003609,0.00191170832956,8.193591810549055,SLC2A5,1.9626794670839516
4289,-1.2220331377830318,4.274570647992843,0.02216,0.000596965177281,7.454967630333876,BICC1,1.953440152541069
567,-0.5221126133578446,5.158331399549928,0.006156,0.01551,6.144247490037758,LAMC3,1.9462438383978418
8834,2.9444584738303434,4.646118602765736,0.0009884,3.48445307104e-05,1.9927428524103894,SYK,1.9459374169909884
98,2.394688358116223,6.4045371734995475,0.01505,0.009896,1.5360391404498615,MAP3K14,1.9435771568573403
239,2.8323180862552855,5.293367377983205,0.00745,0.0165173013175,2.3731825232422676,PIK3C2A,1.9361119057269183
2662,1.9065772252670883,3.54026621339693,0.004417,0.000539380502244,4.406755610949023,CPVL,1.9302134330739245
5580,-0.35437137989052586,4.499197563989956,0.002001,0.007842,6.025232443243429,MAP7,1.927721924474206
3259,2.15083313530818,4.927216340435171,0.1204,0.0157878611193,2.6299468018691785,SOD2,1.9239555829747692
3446,4.6919949827848395,6.113184442014293,0.01472,0.000123,-0.9468390260820392,BCL6,1.908919854172744
1056,-1.237671645650262,2.79065894505677,0.0009045,0.00161088773562,8.588993729433062,ST6GAL1,1.908478888631829
2044,6.2024217960704595,2.4367281465624866,0.02728,0.006139,1.4908291582328101,CTSZ,1.9058228172239229
2606,6.526071045210654,2.0629423520926307,0.003341,0.0006229,1.2127249315949353,LSR,1.8999071893616
11151,3.022284237080414,5.885699469149691,0.000802,0.00522832193931,0.934741710352455,ZNRF3,1.8969780330369923
3625,-0.7841309473349127,6.702057321412008,0.03,0.005632,3.6899431395567497,IL18R1,1.8921352169955277
8915,-0.2352681955189639,5.8622766893010905,0.03873,0.00685596054267,4.415824896231117,AMER2,1.889152386526324
4809,2.765318782005049,2.351946658737189,0.002437,0.000257260469556,4.975719595532316,WDFY4,1.889080396410721
800,2.7107466744005877,4.091034855517705,0.07847,0.01206,3.3108011466635605,MTHFD2,1.8872562662187533
2541,2.035431550920201,2.125694388795901,0.03503,0.001533,5.53456582624438,TGFB1,1.8862989898891829
2547,7.323538652678511,0.7985705155162548,0.0769,0.01626,1.9351457975946065,SIGLEC8,1.8856976840694273
1983,2.8280135517378087,0.1343991826308884,0.0144,0.0005296000000000001,6.2861671983269645,PAPLN,1.8780279578289623
1937,1.762687415537703,7.176766841010106,0.03668,0.0209627278229,1.0135807682949867,PYGL,1.8773605124637602
3661,5.5301149603284845,0.07383943670927413,0.03905,0.016557456277299997,4.606155108069626,PLEK,1.8667013403832522
3915,6.242404417542993,-0.6888919276410526,0.2104,0.0104,4.434494583708635,RAB32,1.866268556355667
518,2.0701915749348374,3.955617721386916,0.001909,0.00013759999999999998,3.8771228102242254,ANO2,1.8650859613323334
9188,1.816368314069871,3.3410029406323902,0.04315,0.0389187324973,4.3127958509129884,FAM102A,1.8463171606093292
304,-0.4651192420249015,6.000531057779661,0.0,0.0,5.539934817614074,SLC38A5,1.845891105561472
5921,-1.1569927618513178,1.9447857784340745,0.011,0.001857,9.122360108855693,LRRC49,1.8352898460098308
9567,-2.4724561190479104,5.817404228512966,0.0004388,0.001678,6.209480779605808,P2RY12,1.8282261107034374
1468,5.120637144369124,5.200378789978372,0.02284,0.00573801540025,-0.8882534063621524,SH3BP2,1.826190784574497
749,2.2952469747058113,1.204465782408875,1.701e-09,7.929522887920001e-11,2.178738148552344,ABCA7,1.820732629673924
5431,4.261835887362528,6.989265330029312,0.004633,0.001973,-1.5605862265296966,CRB1,1.8196492869201455
8040,1.1147673241188365,1.5917206759487208,0.01274,0.005603961314949999,7.043710659255254,HK2,1.817709216393598
651,4.856536236370062,6.657961149025287,0.1405,0.02189,-1.5559769989843224,SEC61A1,1.8123171371505302
6067,1.1011772041758012,4.821429890657122,0.007515000000000002,0.0217286120386,3.9509881473469988,SCARB2,1.8110849970607013
4168,-2.3266615536204864,3.0295152701597243,0.005994,0.002145,8.594943995385897,ADCY7,1.8057621139644102
1760,-2.3833587819874515,0.916113708412123,0.003389,7.0194431358600006e-06,7.699034598570904,BCL7C,1.8018216220356906
5471,2.2509350984400824,4.085671140212093,0.03993,0.004275,2.9735566849102817,SLC43A3,1.80102172887625
213,0.605977546402582,3.5675368285449465,0.004076,0.0003302,5.215707938973727,CD4,1.790508157641604
1456,1.0451004009237004,4.512124198698667,0.04445,0.0008575,4.04204520965524,NLK,1.78942296821629
5930,-0.4302180717784728,0.15603532088170308,8.901e-05,1.31224127712e-09,6.6912332650670105,ADAM10,1.7892716530857988
5755,2.8910567882378544,6.556716239428738,0.03138,0.00277900443477,-0.06626939802699303,GYPC,1.786793689469522
383,0.7718436422285053,5.915009501543581,0.05947,0.01264,2.954100620474395,VRK2,1.7867706212435557
152,0.8596868908259264,5.707644583416297,0.0022670000000000004,0.005546,2.7095432504385464,TEAD3,1.7844782794708336
6362,3.618934929584206,4.24449091185555,0.01471,0.0290774197584,1.6991305259344998,TP53,1.783310823208468
2163,1.8446775713107004,8.234800284861027,0.0,0.0,0.6090157222867266,MCF2,1.7814155964097422
9635,-2.2031478843589882,6.979555303645098,0.0006714,0.000973273191967,3.020623528839197,ITGAM,1.7792961641925147
1893,1.396112812664803,4.857986334614233,0.002878,7.974e-05,3.04398169669176,MYH9,1.7785913921762675
10742,-2.727084298957447,2.8467109259969128,6.586e-07,1.43264261736e-08,5.9902348516923904,HLA-DQB1,1.7775303772075448
3555,2.1648848160429477,3.5692690960735893,0.0525,0.02324,3.9418673429951108,ACVR1,1.7729614254547874
7274,3.282518014816586,4.902422485992413,0.04654,0.03974,1.1076709500126776,IL18,1.760518677413075
5810,0.8577229710950913,6.062706885375281,0.008935,0.06211000000000001,2.603198336144088,MYC,1.7584386923164503
18,2.880209854561684,4.137022486415458,0.01057,0.004995,2.256959713550842,LAP3,1.7551512769602653
1707,-0.7691561240785862,7.94860655884533,0.004875,0.000111487725965,1.3533707767559195,BLNK,1.7467231527180551
3300,3.1528411765846567,2.2762362083226315,0.02562,0.0006239476003130001,3.641160052618605,TRIM38,1.7454687865536638
3860,4.436244640583888,1.8780391211181817,0.02287,0.000985,2.987786225673365,RPS6KA1,1.7453370495593445
6746,-2.9956639744115705,4.512150031939117,0.02367,0.003911063383409999,6.757057625300417,LIMD1,1.739876244343629
5165,1.0631642114968634,4.296766970549933,0.00859,0.00235223465639,3.8244250954931953,EMILIN2,1.7362231445632952
3207,-1.8615458601649675,3.7368366813049483,0.01017,0.01049,7.3107395552033205,PTPN6,1.732777056483414
6289,4.5165740894929325,2.13802137937008,0.1311,0.00197995629904,1.9493794023548165,CMTM3,1.7257119932687626
6013,0.4574012487743032,1.17004713114014,0.0,0.0,8.688810718106517,ITPRID2,1.7193765163368266
1100,1.9440693615668772,5.36504914656708,0.1983,0.0019920000000000003,1.9898431264239025,TTC38,1.7176861172655882
13233,0.01645547370675485,5.43778223202707,0.1851,0.02082,3.470747815652517,GPX1,1.7127528864022548
202,-2.0040991871679696,4.551214436674497,0.01111,0.00201482841232,5.757151674456274,NCAPD2,1.6931499577174034
527,-0.5134444199992222,4.918692973268411,0.01239,0.005468,4.207403639316117,USP28,1.6814232796839477
4799,-1.6816126045586217,8.88926839317033,0.05884,0.001394,1.5830780345293938,CHN1,1.6716976734741016
1737,-2.135378931242879,2.1085904039921277,0.02279,0.00245532494173,8.374568392044335,SCD,1.6682848908498102
2752,-0.5949476272829765,4.809274628114316,0.01779,0.01695,4.563865405715528,TGFBR1,1.667873509113109
12295,-3.063626906105966,2.371301455980903,1.72e-07,1.72e-07,5.651325657069055,HLA-DRB5,1.6677418757863607
623,6.514647973608366,2.846616704756061,0.03048,0.00114291862791,-1.7076426432182268,GINM1,1.6425716970009314
2818,2.7116249693422816,0.943016067649865,0.006478,0.009151,4.795259630148836,UNC5B,1.6381571545703237
3534,5.623303096722902,0.3135636071569535,0.09032,0.00454751172291,2.5455925190835846,MOB1A,1.6368977731334244
2426,0.7702644237939511,2.967337787966175,0.2157,0.0306233097998,5.215359877873673,CHRAC1,1.635945794650969
8443,3.6091209274587195,3.7415507051016266,0.005204,0.00969931863451,0.5066371858150004,INHBB,1.6288881333720115
1053,1.954254488763264,2.592201201076761,1.01e-05,2.43560313028e-06,1.6147911536974309,FERMT2,1.6250729065467966
5495,1.693317478932279,0.7458264710050461,0.02166,0.00312,5.955119656324996,SLC37A2,1.6216414468346554
4263,-1.3230536796945649,0.02636152673022092,0.04061,0.00400543419511,9.932595910728814,FAM126A,1.6194778540377675
91,1.6769352593931615,2.654752030077915,0.0,0.0,5.367991722441288,LAMP2,1.6166131686520606
2477,-1.50885355096121,6.618685540801384,0.02265,0.0332055527338,2.7868064332871185,CD37,1.6120738718771837
673,-1.3124158108962312,3.1597597044026156,0.03306,0.0151046228889,6.144398937508806,SLC2A3,1.60896576314668
1042,3.459824771640836,1.7321038916002596,0.002763,0.000566837242399,3.087234622273987,ALPK1,1.6080917468774418
259,-0.4553675244964512,4.355086098437851,0.002907,0.0005736000000000001,4.830233502755695,ALOX5,1.6078061260479606
1191,-0.899741563610871,4.844174101532195,0.0005945,0.0004150000000000001,4.041538343030392,AMPH,1.6031142053398983
3364,-1.1282360339595239,-0.018362510499731702,9.219e-08,7.58775549937e-05,7.356554110866511,HBEGF,1.6022831986418362
7990,-2.130712595884218,2.7424686827883957,0.002317,2.0514939357900003e-10,5.424017045397247,ADAMTS4,1.6017869476140532
9617,4.305087591726727,3.4474042681343233,0.0113,0.00032930000000000004,-0.30685209396828966,LIMS1,1.6012357428879513
5143,-1.1130888852946372,4.971527888586869,0.01846,0.0004899,4.716590087398,GCH1,1.6009050627160377
8310,3.63794267037644,-0.4106741445282974,0.0,0.0,6.377624209270352,PLPP3,1.6008154558530825
611,-0.788509974066942,-0.33043391856190946,0.003048,0.0009591,8.934643502806466,ATP9A,1.5967681099257014
1334,1.9572842418278522,-0.5708282972854816,0.02217,0.0003117,6.2613186205399165,RNF13,1.5964864126949188
8898,-0.6322492616311715,4.568612451619312,0.0208,0.00811,4.009026235158702,REEP3,1.5958770822580641
1352,-0.8279761742846888,0.8748979082097251,0.04497,0.003186,8.012723286244887,OXCT1,1.5957245888131915
8054,-2.144581705258014,1.3213310474279862,0.001154,1.85636444082e-07,4.249903312094382,ACE,1.59373484135965
154,3.264372594443902,1.7902066896621525,0.07418999999999999,0.006386,3.2925931948353195,MYLIP,1.590848635323432
4862,5.086806800535068,2.366653521935694,0.006583,4.81770954021e-05,-1.1081469194978297,AJUBA,1.589271385088124
2931,-0.6157001758889225,5.6842031107605155,6.607e-05,0.000336711285837,3.100515242431587,ASIC2,1.587173901933147
384,2.8008958853302963,3.438364324375087,0.04212,0.002957,1.0677387982580804,TNFRSF1B,1.584031414897064
3718,4.893568373230493,1.6034662415735608,0.2453,0.007418000000000002,1.872287400738574,HDAC1,1.5830112445395232
1282,4.898154277310434,3.6177392341948402,0.008957,0.006374,-0.22471989201528147,COL4A4,1.5793823179103839
1573,1.9925481722675078,0.5983449955414565,0.07236000000000001,0.0403399073132,5.539380539169336,RGS1,1.575700319363125
1063,3.033171344050898,3.133935262809373,0.07816000000000001,0.003556,1.708450060972883,NOTCH3,1.5741821461143302
2365,2.3716036092445036,6.4695192348306545,0.037160000000000006,6.62228203921e-06,-2.0493328536680635,CTSH,1.563071813882154
948,-0.604677155098724,5.3700397835626505,0.004906000000000001,0.00357691916793,3.5439025240041495,ST6GALNAC1,1.5565962840815695
5211,5.011176813476419,3.4757859597261778,0.1486,0.03951,-0.23494356569001698,XAF1,1.555503325997409
4208,-1.4468851800903364,7.826372122349987,0.0009395,0.01529,1.7825616588398971,HPCA,1.5543996615552527
3011,4.786261585557614,1.467814537627405,0.015719999999999998,0.040767819077199986,1.7872195804371436,SOD3,1.5535164633723226
2999,0.6056088448642155,2.1739128990181245,0.01567,6.402e-05,5.207925118737289,GAB1,1.5534760069504059
914,-0.9332288421213334,2.6026796290529846,0.008408,0.003812,6.586081270882358,CLEC2D,1.5394413167168315
7280,1.3064993503037503,2.9073224846137395,0.001425,0.0004016,3.769725389190219,CRIM1,1.5369646883912458
1974,1.9881500895968471,0.6712876714483601,0.02414,0.007090000000000002,5.372965217995173,DICER1,1.527652477949241
5867,0.5708590937874046,2.7540302433303303,0.1597,0.00348,4.599660453116495,CPEB2,1.52715602624902
546,5.580956106567518,-2.1371769818887616,0.03428,0.0471309563963,4.21087524688907,VAMP3,1.5246112992824061
1906,-0.8122803860377332,3.5108811888658176,0.026660000000000003,0.00290884293037,5.101476261642486,KCTD17,1.5241463129916726
3913,1.3344786636217487,5.358023307167414,0.03218,0.0008987,0.8532759955245839,TNFAIP3,1.523801440911687
4895,1.3967887330845759,3.5902800784831252,0.09468,0.0041270000000000005,2.068720747058762,ABHD17A,1.5235582022932022
1192,4.739298921184117,0.013775249790637519,0.0,0.0,4.377400430689168,ARAF,1.5217457669439869
5551,1.6541456558591223,3.341868837804575,0.003544,0.0006359,2.975793424643237,PRR5L,1.518812081690721
