,Mean,Min,Names
465,-0.3726198261378283,0.02085,CLSPN
466,-0.3847438432188688,0.0206728108908,AGO4
467,-0.42514555801781867,0.031039999999999998,AGO1
468,-0.3692617002852654,0.0223850260434,AGO3
469,-0.37446923621296824,0.02345,TEKT2
470,-0.400120370111391,0.0164839745332,ADPRHL2
471,-0.4025776632611361,0.0140870872777,COL8A2
472,-0.5078150970472022,0.000632961458575,TRAPPC3
473,-0.5654257497262898,0.000632961458575,MAP7D1
474,-0.3705807019865489,0.01515,THRAP3
475,-0.44527806216150706,0.01065,SH3D21
476,-0.4907605407624204,0.01065,EVA1B
477,-0.5622797106352928,0.01065,STK40
478,-0.47255879045830507,0.01284,LSM10
479,-0.40988913644740843,0.005085,OSCP1
480,-0.4394544906801754,0.005085,MRPS15
481,-0.565525186091064,0.004354,CSF3R
482,-0.5747875083501439,0.0027369485042800005,GRIK3
483,-0.3497375762683916,0.02143,ZC3H12A
484,-0.392037794625126,0.02143,MEAF6
485,-0.39269406255246886,0.00914,SNIP1
486,-0.37372510890854643,0.00914,DNALI1
487,-0.40076066424658835,0.01081,GNL2
488,-0.4158734212895102,0.0004335,RSPO1
489,-0.5500067034858079,0.00714120881681,C1orf109
490,-0.4932664166373239,0.022961898777299997,CDCA8
491,-0.5250016703489636,0.001166,EPHA10
492,-0.7107918036529182,0.0005616000000000001,MANEAL
493,-0.5587555146904577,0.0163048736264,YRDC
494,-0.5032707724873078,0.0163048736264,C1orf122
495,-0.5460432211850033,0.0006653,MTF1
496,-0.5153938343679171,0.0022699931072600005,INPP5B
497,-0.3051922707536871,0.00571,SF3A3
498,-0.4811402681690083,0.001105,FHL3
499,-0.5176856493968557,0.001105,UTP11L
500,-0.3248600507485645,0.005169,POU3F1
501,-0.342030109487594,0.00673,RRAGC
502,-0.3200358670948514,0.008568000000000001,MYCBP
503,-0.30850007573391747,0.034319999999999996,GJA9
504,-0.37140692806421616,0.003454,RHBDL2
505,-0.4210589389383838,0.013315792180899998,AKIRIN1
506,-0.5676511453546128,0.00802839828087,NDUFS5
507,-0.4116999714064053,0.00364476485119,MACF1
508,-0.4773130610549999,0.01785,KIAA0754
509,-0.44335459039861125,0.0005059923944630001,BMP8A
510,-0.6057594916668124,0.006839309279089999,PABPC4
511,-0.6074317244848745,0.0005960767298080001,HEYL
512,-0.4603909569454442,0.0180327056807,NT5C1A
513,-0.37655585321480095,0.030444766675,HPCAL4
514,-0.517547734042951,0.0144238124621,PPIE
515,-0.5742055141772007,0.0150962587472,BMP8B
516,-0.5182521876234953,0.0213774909416,OXCT2
517,-0.5821364209822895,0.0150962587472,LOC101929536
518,-0.7101797153447248,0.00209691891274,TRIT1
519,-0.5782495507810267,0.006499418360939999,MYCL
520,-0.45842965052507556,0.005771,MFSD2A
521,-0.41316941886098757,0.0004493,CAP1
522,-0.5426623807759395,0.0004493,PPT1
523,-0.8120987227314784,0.00834680103981,RLF
524,-0.8276671288597324,0.01138,TMCO2
525,-0.6225799963482257,0.01138,ZMPSTE24
526,-0.4517107333368899,0.02113,COL9A2
527,-0.3128503188696535,0.002821,SMAP2
528,-0.5126267214623684,0.006403,ZFP69B
529,-0.519854115807938,0.0118,ZFP69
530,-0.6099412788112683,0.0120636856843,EXO5
531,-0.6578990548791859,0.006268,ZNF684
532,-0.6357140884821593,0.00170534628252,RIMS3
533,-0.48319188741464325,7.566e-05,NFYC
534,-0.35117671671851264,0.0393015879565,KCNQ4
535,-0.25544790075163265,0.021169999999999998,CITED4
536,-0.7135814586510136,0.00015209999999999998,CTPS1
537,-0.6417283259723092,0.00015209999999999998,SLFNL1
538,-0.8010682642845168,9.883e-05,SCMH1
539,-0.45775649559478115,0.010320000000000001,FOXO6
540,-0.5812482313607887,0.00026839999999999996,EDN2
541,-0.40608214683708727,0.00043620000000000003,HIVEP3
542,-0.44417167037658045,0.0188311017765,GUCA2B
543,-0.5083333203084006,0.0219406349659,GUCA2A
544,-0.532090342606322,0.008654,FOXJ3
545,-0.6015376772562688,0.005407,RIMKLA
546,-0.43691909644128474,0.005407,ZMYND12
547,-0.42981393892623754,0.01411,PPCS
548,-0.3250064947795724,0.0033165791817100004,CCDC30
549,-0.30452114691773446,0.0007190384327660001,PPIH
550,-0.34479055725910757,0.016390000000000002,YBX1
551,-0.44999671511600997,0.01066,CLDN19
552,-0.45470637270229713,0.007193000000000001,P3H1
553,-0.37071090412924496,0.0036609999999999998,C1orf50
554,-0.29407299864592734,0.0036609999999999998,LOC100129924
555,-0.2706944826220383,0.014709999999999999,CCDC23
556,-0.2875210250149163,0.01702,ERMAP
557,-0.3457731190472643,0.102945165351,ZNF691
