,GeneSymb,MeanPval,OR_a,OR_d,OR_s,Pval,Ya,Yd,Ys,Score
290,GAB1,-2.2791802206812717,-0.29578160918747864,-2.921137413229013,1.1968547835850443,0.000154479,0.3360242441210832,0.001197683668582729,0.9402434477695463,0.8029127372020612
2007,LRP1,-2.062999101359397,-6.50342880165457,4.248343838038978,0.8710304338272036,0.000961157,3.1374084513496294e-07,0.9999435541981099,0.8813860572336183,0.8008237957149671
2026,NLRC4,-2.272967828622694,1.5783961628247594,-1.1256519408293948,-2.4693528096273987,0.000108565,0.9742790386907014,0.0696609375719203,0.0033820179578143914,0.8003824830393413
175,TRIM9,-3.0978274228263585,0.404092962417153,-2.2585909193173976,-2.646457500184494,0.000164428,0.7171682820385754,0.005483038245673788,0.0022519740255934413,0.7987544685657227
33,ATP2A3,-2.2996213748143823,1.586689112612785,-1.0717552362021487,-2.6319948500970067,0.000170782,0.9747532443506426,0.0781460257507057,0.002328053253747636,0.7969671917927961
1691,GPX1,-1.883961617919268,0.528505807253064,-1.7374376931130382,0.33210841255552,0.000108444,0.7715227635691909,0.01797564837463519,0.6823749916656484,0.7958435634088916
1562,ME1,-3.071657801788872,-2.917552115228603,1.08972811561681,-2.61699361455861,9.64619e-05,0.0012076000263379597,0.924783686428547,0.002409675786215641,0.7950259651993687
544,ATF3,-2.177695331424016,-2.11085183431735,2.733556625511926,-2.3887754004447594,0.00024191,0.0076877019835554505,0.9981565047802209,0.004068684251829325,0.7945025641703107
1443,SLC10A7,-3.284133589506677,2.116610304308339,-1.823278508844836,-5.3789912759939575,7.39093e-05,0.992412790975784,0.014799468834257042,4.178370141246683e-06,0.7944568813315961
1362,CHN1,-2.536910837571401,-4.820101639904438,-1.7470572953590449,3.720380795743002,4.13753e-05,1.5131841666801726e-05,0.01758879200371318,0.9998096571658488,0.793992395532287
1492,CFDP1,-3.23073495133627,-3.6212208883525006,0.2253719608024623,-1.5444672632069882,3.0082e-05,0.0002391526714653027,0.6268994291218352,0.027752963521204554,0.7919814438752973
1842,NLRP1,-2.9976364640844415,-3.1434598836324015,-1.1274549893885315,0.028919463020422934,3.4535e-05,0.0007181714006146587,0.069392354998425,0.5166412324025812,0.7918189970421358
1238,ARHGEF7,-2.6252222817194792,-1.9558969633616021,-1.3373999655675348,0.16391901394219713,0.00019092,0.01094768518877801,0.043961781982672525,0.5932549054070445,0.7910481550285829
1831,HDAC1,-2.0071930699999965,0.17710519675633324,-0.4858034125623048,-0.9743991420999306,0.000412897,0.6005601916391847,0.24627037546947794,0.09589974445378809,0.7897469753490145
390,DLEC1,-2.5202221424895614,-0.45119899871792757,-3.7754788115819493,1.4015474526473604,6.41144e-05,0.26135764512306425,0.00016766729788482757,0.9618444776682229,0.7892560116360281
1061,XYLB,-2.17015128022303,-1.7636704937942977,-1.3390709332537138,1.320217152086222,8.90715e-05,0.016939851434509743,0.04380035638992068,0.9543450097024327,0.7879882609512167
141,RAB27A,-3.1443951241257975,-4.058791542479241,0.07100015016957621,-0.7349297395979777,9.085e-05,8.733142130912388e-05,0.5407801846753781,0.15548171352954052,0.7850773734116249
1406,RHOB,-2.028183351329976,-2.039849674736455,2.9043519411362153,-2.246261365621898,0.00240693,0.009040784266884268,0.9987551784360511,0.0056400410137788974,0.7837984924612984
1723,GRAMD1A,-2.3700830802669697,-1.598967922724469,-1.1197418632230884,0.3078105044924539,8.01089e-05,0.024560235854235092,0.07054805991183874,0.6701270805426457,0.783224993224301
176,PFN1,-1.952067043984571,-0.4192397567010346,-1.2554402463296437,0.507857803664587,0.00141543,0.27581126871612593,0.05261232384798098,0.763033979707641,0.7815631554312703
1319,CNNM3,-1.292547070368737,2.2405351361109234,1.372716795655958,-2.821796962618169,0.00919675,0.9942855296610723,0.9593320610207106,0.0015050430172301355,0.7781826967091539
241,TJAP1,-2.191993364972938,-1.4774989356335073,-0.13403801145598945,-0.2979236215056152,0.000326123,0.03223092750921106,0.42344821674713296,0.334924710504635,0.7777532543872838
1075,CADPS,-2.550051675332609,-1.4507881816789352,-2.034609389711185,0.5001289120745737,0.000239543,0.034205545872589935,0.00914952884221111,0.759801103492145,0.7774810611137133
1774,GNPAT,-2.289611491744821,1.9665883688770387,-1.342430971514613,-2.83528142436486,0.000148242,0.9893156888426354,0.043477466962411525,0.0014590979077704807,0.7762850747053383
1445,GOLGA2,-2.169990183537556,4.3095694122479316,-1.9399195975715928,-4.224853144065741,0.000460455,0.9999509759376063,0.011353284743062408,5.958280964929833e-05,0.7757945368705443
1115,THY1,-2.3264306177306784,-0.46032719167908986,-2.2973891034970424,0.42861394673166126,0.000196262,0.2573204375453398,0.00501679835190334,0.7284791522996776,0.775031584124594
148,CD300A,-2.033793958949972,3.0148161440005428,-2.050466583693129,-2.420493840498127,0.000781427,0.9990344732054715,0.008824376491561998,0.0037832062466272515,0.7742062661098671
1236,ADAMTS1,-2.554877792445079,-3.8685563124681286,-0.6010842217330225,1.4431435379295032,0.000717018,0.00013532714254785983,0.20035972912344407,0.9652081561748156,0.773022730177265
350,LGALS3,-2.318114557460711,1.957497277231868,-0.9305739071861019,-3.3467425033072375,0.00031152,0.9890921420317467,0.10501294684158523,0.00044984416122100315,0.7724207565201102
1380,ADCY2,-2.8349059707406683,-1.4795892964266724,1.4513085247139699,-3.8443217724703436,0.000295244,0.032081130225382094,0.9658340130368096,0.00014309223889028341,0.7720192280064931
191,MLF2,-2.0724096989879106,-1.470405743796623,0.5168937408407271,-0.6397149600438428,0.000709793,0.03274428856978838,0.7667753697428175,0.186487340518586,0.7706670223273322
1354,ABI2,-1.7562344773641279,3.069769358097414,-3.758929503672096,0.038018616204923375,0.000324284,0.9991491344144254,0.00017417861982720593,0.5218713090534038,0.7695936504537708
1037,BCO1,-2.694865335884348,-0.9403948442169793,0.6119561402923709,-3.147568694278185,0.000162983,0.10290651238688558,0.8036209663476481,0.0007114137137484844,0.7680981015750418
1773,TGDS,-2.59852094774145,3.2036876369399336,-4.8550825449961,-1.548413566413915,0.000611326,0.9993747686534964,1.3960834921390024e-05,0.027508828820298883,0.7659590614590447
1511,CAPN3,-2.0971580987478644,-5.470739960279469,3.3919054172920866,0.3746954485093982,9.53168e-05,3.3826617348828067e-06,0.9995945675834805,0.7032386764426469,0.7645558669609347
1158,TMEM74B,-2.2569447426785163,3.320689065131586,-1.7350861905371076,-3.7756363605469008,0.00147697,0.9995223569668246,0.01807147845854503,0.00016760649446035582,0.7634667903471879
83,ADARB2,-2.6264467951981474,0.8761403389624991,-0.7024863078792525,-3.47246986043838,0.000272857,0.8826106197729096,0.1655451734216255,0.00033680911838670857,0.7634207593732182
1689,ERLIN2,-2.1383246038463875,-4.3948251431607,3.986395708893159,-1.4379907952098678,0.00413769,4.02862979499655e-05,0.9998968285624172,0.03519248094983716,0.7614255970102923
1640,TLCD2,-2.453689142417749,-1.08645815638401,0.42642198545628385,-2.1326699498895114,0.000390054,0.07574172489024529,0.7274796839220392,0.007313782521490103,0.7613935510726682
2012,GINM1,-2.1133458712228412,-4.894790348746494,2.9620972295923216,0.15462574028032247,0.000766863,1.2741017665553914e-05,0.9989099933980771,0.5880812323409148,0.7603283724657789
1673,RAB6A,-2.059554116771614,1.8315378324057425,-3.8833192881794174,0.42743856640202266,0.000213075,0.9854752756061282,0.0001308048660102547,0.7279435002349901,0.7590532434905317
277,TMEM176B,-1.8624633372942663,2.631365963703048,-0.10886448673853798,-3.57815111263811,0.00240728,0.9976685809984214,0.43765865908067036,0.0002640791929491885,0.7552900627015332
1435,DSN1,-1.5626429122236947,-2.9680472441851533,-1.3495842642428884,4.15651581840615,0.00436938,0.001075190838433842,0.042797609361130126,0.9999302645039055,0.7544688411081987
1485,TMBIM6,-1.9127356825567625,-1.2154106371450384,-0.15255778988444682,0.1504203667568372,0.000158705,0.057400611187076275,0.41307271521076666,0.5857335661786648,0.7534431645662732
150,PAPLN,-2.145217686570657,0.48687390548770765,-0.4591538386452842,-1.9456628826898732,0.000356924,0.7541868764078168,0.25783709740446414,0.011205804098741107,0.7529517073107534
72,GDAP1,-2.4778135967333146,-4.385731192895192,-3.736943948288051,5.197480204266641,0.00030267,4.113873568512222e-05,0.000183221516040316,0.9999936537519994,0.7513743088805567
287,NTSR2,-2.4911627962037945,-2.318658372374484,-3.5893759264353284,2.9411498551173474,0.000279028,0.004778169168040442,0.000257342962711911,0.9988561920491557,0.7511006574864865
803,XPR1,-2.6938752694148396,-0.1261128513831252,-1.6192315852608785,-1.8350971704500854,8.69871e-05,0.42790947537111923,0.023466882087705455,0.014407879000452876,0.7501973668584049
1551,HADH,-2.667885192403971,-4.195031616749934,0.9618556650795249,-0.27039359794668544,5.74444e-05,6.381762926386743e-05,0.901566668918454,0.3491893833143516,0.7500143379324697
1226,OCA2,-2.5321621624526753,-1.2661114943047789,-2.4315521441456127,0.5940482547533326,0.000112115,0.05140095508710952,0.003688442555967027,0.7970320256430212,0.7488118506101612
708,B3GNT5,-2.1904765618563538,-3.9045967111142135,-2.0100996543605105,3.832602377720684,0.000731035,0.00012455156632167926,0.009675598219305283,0.999852994435577,0.7482226163025036
965,SUSD6,-2.0919990197422385,-0.8862411131138465,-1.1617106006366014,0.26008453562884143,0.000126804,0.1150010117278035,0.06446853456893305,0.645396999352678,0.7480216468508515
1608,AVL9,-2.9844897659538465,-2.9712096788533744,-2.6322574121721236,1.1334335677370655,4.5433e-05,0.0010673983039004554,0.0023266494781374273,0.9314913721909537,0.7472392957621844
276,TMEM176A,-2.1033999122839404,-2.283921050638929,4.669974910960349,-4.221608501123361,0.00193161,0.005173995876834336,0.9999786196011073,6.0029596969424696e-05,0.74577418267498
1609,SLC9A3R1,-2.161559102984066,-3.5190323534459207,-0.13373976356838174,1.6282311538402066,0.00172534,0.00030257721350520646,0.4236158864165378,0.9770033332620891,0.7433560576296838
154,MDGA2,-2.9655440410595073,0.09164062230730105,-1.8841103621988642,-2.650609437694164,0.00016683,0.5525577146768863,0.012890066565648707,0.0022305951065828885,0.7422588242654659
1914,FUCA2,-2.3200117986458473,-4.958907067080072,3.5539037701548586,-1.1097374341182857,0.000431879,1.0992289532355936e-05,0.99972076172835,0.0720735817576185,0.7408824441490072
453,SCD,-2.169566314933775,2.7787530395291262,-3.535068387921408,-1.3100804186756603,0.000797461,0.9983384066726961,0.0002916117023930313,0.04668281160554824,0.7403838629555639
697,SLC1A3,-2.0230895068107966,-1.1720537792681789,1.448701666358477,-1.9039202996122884,0.000514893,0.06304694568741467,0.9656353832639458,0.012322388854714917,0.7403326846517333
1225,EVA1B,-2.322782484692826,-0.7772721938483755,6.082034556213224,-7.832854104858178,7.72586e-05,0.14310517135324086,0.9999991721243973,1.4694198041342741e-08,0.7400426185975246
1504,PKD1L2,-2.345926570545773,1.09985450560842,-1.357845452625618,-2.3440437499377156,0.000403604,0.9263896019552573,0.042025092776601505,0.004508104542558386,0.7392908357804007
1450,RIMBP2,-1.8625235994805016,-2.115006354124095,-0.8523258743864154,1.809020340676806,0.000354214,0.007615068375311562,0.12319103580928006,0.9847141415290439,0.7382098184346334
521,KCNK6,-2.1061070035439764,0.13848784436528747,-1.1399758247113967,-0.8976701363807216,0.000500684,0.5790512865542397,0.06755353529511124,0.11234966572044067,0.7365271489841831
893,TP53,-1.9467326115964418,-2.222354119601421,-0.17285302913537717,0.9658460534872457,0.000434172,0.0059573197672367515,0.4017908389923802,0.9023790660594802,0.7351394565899622
1798,YEATS2,-2.354838512162116,1.8943515850753334,-1.7301167949317868,-2.818936024554903,0.000108552,0.9874065586897407,0.018275647352442182,0.0015149752266420129,0.7349690503458319
1292,SH3TC1,-2.3796425487852546,0.29065915176396034,-2.2722071662770995,-0.7511672859830975,0.000352887,0.6613391051207367,0.0053146973054189976,0.15063534856370173,0.7343687243099213
1021,RBPMS,-3.2880599692410475,-4.360102556479881,-1.8119993167424189,0.7129018227913135,3.008e-05,4.363937185906759e-05,0.015182952764645985,0.8377412651236492,0.7341633095486927
1050,FERMT1,-2.0461663579579557,-3.463258572279429,-1.172527247849756,2.8988455230636747,9.51993e-05,0.0003440265760962345,0.06298257593183229,0.9987393148913163,0.7335931294680595
2176,PLEKHG3,-2.1136009913666935,-0.9737204557081529,-1.4301936966814282,0.45581640539933316,0.000186491,0.096035323672666,0.03580718612220505,0.7406896414463772,0.7321175378516387
831,ADD2,-3.0521128378556246,-5.317750742561854,-1.2814241410429696,1.829965127384911,4.43621e-05,4.811130841848719e-06,0.04970872249077203,0.9854233501522822,0.7311881262244936
271,CLCN3,-2.7314752863753125,-3.7042766369948357,-0.026228193279072533,-0.08785370695667641,6.45483e-05,0.00019753204843493967,0.4849064255367202,0.4495990972758114,0.7293445536492255
528,HSD11B1,-2.1298462019765165,2.5222993484612215,-2.0472404512693334,-2.5024109105193433,0.000149411,0.9970049920165648,0.008889587063827819,0.0031349128757384675,0.7270310987670157
1699,ABHD17B,-2.59261364582833,-2.4728884215821565,2.022763157877428,-2.966930498817557,0.000420845,0.0033546885505206818,0.9905998432196275,0.0010779561590594409,0.7267975291604507
1512,MYC,-2.159914626630933,-2.236202391848344,-1.1508850285781882,1.2640246425737938,0.00209741,0.005771435474721892,0.06598834935506408,0.9483642452402377,0.7261135170066768
778,EIF4E2,-2.2831893643286314,-1.5083582845330579,-1.014290168408975,0.022297246545890242,8.86734e-05,0.03008670500634386,0.08822608256956724,0.5128325082023806,0.7248694810982921
1923,RAPGEF5,-2.4700983154239635,-1.8877121444498237,0.4075452763535457,-1.5860445894158643,0.000170479,0.01278496712228353,0.7187779036183009,0.025283303389211417,0.7240139147932914
2146,RGS19,-2.1632092922413815,0.25573206787615793,-1.4037601594769236,-1.0038418615412752,0.00123759,0.6431000561520723,0.0379689788146087,0.09018063986201169,0.7229596539303507
1872,SH3BP2,-2.002441421948654,-3.5894418853620342,1.424637269461008,0.49485061805468866,0.000185931,0.00025730389150504645,0.9637484626479066,0.7575760097709395,0.722895044666604
