,Gene,Y0h,Y0l,Y1h,Y1l,Y3h,Y3l
2850,ENSG00000107957,0.6057571725912728,0.09338080516619145,2.637554832415725e-11,2.277459157925281e-15,0.060861578224285756,0.003030276899420266
2851,ENSG00000107959,0.4864316148504779,0.040510559834721786,3.0268365274445247e-09,2.506309614341122e-12,8.058342356818943e-06,5.5180449393117996e-14
2852,ENSG00000107960,0.0003317060076665465,2.415899934012229e-06,3.389798054325264e-13,3.3398257672532565e-21,0.0005726205975160828,4.450400196375255e-08
2853,ENSG00000107968,0.0005256750973623241,0.0009207651436061305,0.0034055103171978713,0.9107580462278205,0.0018626528230593921,0.017758920535533764
2854,ENSG00000108001,0.7914325218699254,0.9802127332367211,7.399717372331871e-06,9.331587260336154e-07,1.752565778988955e-05,2.15465016119663e-14
2855,ENSG00000108010,0.5835401375554513,0.08755361482732353,0.003448912028608947,0.00031530444458844747,0.008054978513228287,9.29007527136876e-08
2856,ENSG00000108018,0.023166090263092347,5.303372549284523e-06,0.20048190224800952,0.9990892314175414,0.19465005502304847,0.02239808833080422
2857,ENSG00000108021,0.8354117258533266,0.9945966616139029,5.538201516630502e-21,1.1001535886215936e-30,1.507908363597521e-05,9.663467864501501e-10
2858,ENSG00000108039,0.326884043820461,0.00019088324115802,1.1923629658914174e-13,2.6437968904726194e-15,0.02782461510688164,7.670186213284676e-06
2859,ENSG00000108055,0.0064502861159336095,0.0017667635804464198,1.7600449563059052e-10,4.7962616208132166e-14,0.0005157180705372864,1.0829266150655323e-10
2860,ENSG00000108061,0.5469017408955505,0.01609182446392407,1.5801956113240505e-09,1.881040419810703e-14,0.015470447871385153,1.2973638656268645e-06
2861,ENSG00000108064,0.5833614517305525,0.08731473432327881,1.505994691790407e-14,3.2683868105596362e-18,2.178232356400399e-08,6.169228178286629e-16
2862,ENSG00000108091,0.08432926853945392,0.012552810174185991,0.01475790399604237,0.007111009867610004,0.2279831711962956,0.11063586651402968
2863,ENSG00000108094,0.4494486613998762,0.007046669064641008,0.06538805009876626,0.6331124586697027,0.17037936283415084,0.11218135375021444
2864,ENSG00000108100,0.007378150270941681,7.152797338759539e-05,0.031248081657236165,0.005034143762008543,0.10787026508036629,0.0010476283581041818
2865,ENSG00000108106,0.6053181304145053,0.09274906816933172,0.921552768314206,0.999737116717498,0.10254157212182081,0.012746686690051558
2866,ENSG00000108107,0.010204935097424692,2.440268209476936e-05,0.005634019849655056,0.0016041438528401452,0.4891067185804994,0.02773177653712744
2867,ENSG00000108175,0.5831827440012455,0.08707644338006977,1.865612441813263e-08,2.502241679415663e-09,0.00021165068144356889,1.0100357135534291e-10
2868,ENSG00000108176,0.09798865556913294,0.030938948007480822,1.7259137355976505e-07,2.1156942965296527e-11,0.9353659809918551,0.9999744523599869
2869,ENSG00000108179,0.0063622550670496105,1.219230115024975e-05,0.0007011281551971977,0.002705690110944681,0.4408140671672172,0.9892964248147831
2870,ENSG00000108187,0.5830933819362759,0.08695751864505576,2.519339481383245e-16,1.3737877933421537e-17,0.03191788908862161,2.9739848945624873e-05
2871,ENSG00000108219,0.06939233297506169,1.8185034905822718e-06,0.0010227812638404206,8.292338117406644e-07,9.556230575626748e-07,1.6484958576075291e-18
2872,ENSG00000108231,0.8351588387201648,0.9945562883946027,0.007442521498854645,0.02957725479870209,0.03171285812118983,5.370354938599727e-05
2873,ENSG00000108239,0.6061625943299117,0.9767716927110496,0.2975283139549098,0.9992676354457473,0.9278944333018924,0.999998895666825
2874,ENSG00000108256,0.02266067341174526,0.02282091889327088,4.2139677663385875e-22,1.612530865993129e-22,3.107175659721818e-05,9.62199717577007e-14
2875,ENSG00000108262,0.3340081356515642,0.49904122953574326,1.507379408596212e-11,4.5034842656831404e-10,0.028385169582293094,3.182865118840033e-05
2876,ENSG00000108298,0.6419447198349568,0.5166257707107726,6.623048977634145e-11,1.6988510419017665e-15,0.5455977253362378,0.9999939803311876
2877,ENSG00000108306,0.7909669216247992,0.9799889056662457,0.26708502160600023,0.9994051703015369,0.03356549975674665,0.000845697136206496
2878,ENSG00000108309,0.7287830919324906,0.965530305943807,7.22388709631241e-21,4.0803267613099585e-16,0.7429526814699227,0.9999626566167962
2879,ENSG00000108312,0.5828252630065551,0.0866016257128689,5.777570806133917e-07,1.7289981769734673e-06,0.18318401331941583,0.016305266278829732
2880,ENSG00000108344,0.6902945392376739,0.3350172037417547,9.046169703811225e-05,0.00013566587499067956,0.08644501019294487,0.025644610523555836
2881,ENSG00000108349,0.04111191355581154,0.9928034166149019,7.259880627780853e-19,1.612456360731017e-26,0.1374488271162309,0.0011527447897652077
2882,ENSG00000108352,0.3507080895608016,0.00034069373972787925,7.196294605597947e-07,5.095276328640478e-12,0.37615374176975636,0.5019471772698453
