,Mean,Min,Names
71,-0.005023326350308876,0.9885,LRRN2
72,-0.0623341310147792,0.7092,LAMB3
73,-0.13094268372255152,0.5222,CENPF
74,-0.05730313179698871,0.714,DNAH14
75,-0.10679310856152646,0.7066,TMEM63A
76,-0.009572341514736488,0.9782,CDC42BPA
77,-0.3758031039067359,0.1444,OBSCN
78,-0.10924374808178186,0.7776,NTPCR
79,-0.059684502849332265,0.7776,PCNX2
80,-0.5250556645346122,0.2985,LGALS8
81,-0.5265483236785747,0.08128,HEATR1
82,-0.11022954970173449,0.6519,KIF26B
83,-0.13346441521710853,0.594,AC118470.1
84,-0.025534364262757576,0.9429,GTPBP4
85,-0.0680891430774419,0.716,PFKP
86,-0.07640076740882872,0.5671,PITRM1-AS1
87,-0.018498511851753156,0.9583,AL451164.3
88,-0.07640076740882872,0.5671,PITRM1
89,-0.049537781094402156,0.8922,PTCHD3
90,-0.18231254310882994,0.4506,SVIL
91,-0.005287014568429781,0.9879,RET
92,-0.0805035121369385,0.8308,WDFY4
93,-0.028538366600044312,0.8443,C10orf71
94,-0.1940528427220561,0.5071,ERCC6
95,-0.14116214857141451,0.7225,PCDH15
96,-0.07583950240412894,0.7492,ANK3
97,-0.3250945602879509,0.2589,CDH23
98,-0.045227010310282895,0.9011,CDHR1
99,-0.010016541698600901,0.9772,MYOF
100,-0.018012659945405057,0.9253,SORBS1
101,-0.1269160204087722,0.6643,RRP12
102,-0.14096935248733214,0.6251,TACC2
103,-0.09729492732025911,0.3196,MKI67
104,-0.1549000769764747,0.3771,CFAP46
105,-0.06429125215733648,0.8624,KNDC1
106,-0.11320581439594092,0.6825,ADAM8
107,-0.06560255921901188,0.8598,TUBGCP2
108,-0.14134251590919222,0.7222,AC136475.3
109,-0.14134251590919222,0.7222,PGGHG
110,-0.21979344298099796,0.3541,LRRC56
111,-0.28638155429636125,0.3074,LMNTD2
112,-0.16678113312118342,0.5604,AP006284.1
113,-0.12609460318790977,0.6807,RASSF7
114,-0.1900470084671961,0.5007,IRF7
115,-0.1398020916996637,0.6398,PHRF1
116,-0.14308136497465762,0.582,CDHR5
117,-0.14712149682070172,0.632,MUC6
118,-0.21463968756548657,0.2753,MUC2
119,-0.11069872863762868,0.5306,MUC5B
120,-0.1178264451518169,0.506,AC061979.1
121,-0.03389713485430812,0.8916,MIR6744
122,-0.13929250749704447,0.5,TNNI2
123,-0.13929250749704447,0.5,SYT8
124,-0.16392114589888498,0.5728,NUP98
125,-0.1913645002878699,0.4952,OR51F1
126,-0.2433184617276912,0.4081,MMP26
127,-0.1870527942961885,0.5632,OR51G2
128,-0.2761770426329715,0.04675,OR51B5
129,-0.08473238462250772,0.684,AC104389.4
130,-0.7100044997115484,0.04675,AC104389.2
131,-0.7100044997115484,0.04675,OR51B6
132,-0.7534992948555718,0.09036,OR51J1
133,-0.039467939963692626,0.9018,TRIM22
134,-0.11379137583250251,0.7695,OR52N2
135,-0.17660518730013997,0.3597,DNHD1
136,-0.22671493262966094,0.4137,TPP1
137,-0.054772672819723034,0.8541,DCHS1
138,-0.0918468565993817,0.7823,OVCH2
139,-0.13618614449379468,0.4708,MICAL2
140,-0.006079041198713197,0.9861,ABCC8
141,-0.19417415657759468,0.5079,OTOG
142,-0.05324844675400771,0.804,AC103974.1
143,-0.10273365330998763,0.6558,IGSF22
144,-0.1521273794460586,0.6299,NAV2
145,-0.03541402892626813,0.7759,SLC6A5
146,-0.024338466818941477,0.9455,WT1
147,-0.08244344884762832,0.7414,OR4C16
148,-0.07201405290057143,0.8472,OR5W2
149,-0.017593071136205212,0.9603,OR10AG1
150,-0.08884606258243735,0.8019,AP002512.3
151,-0.1826147761396472,0.4376,TNKS1BP1
152,-0.18067383545110882,0.5061,AHNAK
153,-0.18462151503408197,0.6537,FERMT3
154,-0.04598226041590258,0.842,SLC22A20P
155,-0.1952473978495395,0.6379,CFL1
156,-0.13467587332704767,0.562,ACTN3
157,-0.01908806222315645,0.957,CTSF
158,-0.14120132965831855,0.6579,IGHMBP2
159,-0.048482965595997456,0.8149,TPCN2
160,-0.011441043121384482,0.974,MYO7A
161,-0.22483898360147422,0.5099,USP35
162,-0.46727126809805447,0.1876,SYTL2
163,-0.01059468199848399,0.9759,CEP295
164,-0.03717498300295258,0.8819,ATM
165,-0.034643534624237034,0.9085,EXPH5
166,-0.07072587636189691,0.7593,AP001781.2
167,-0.021865152601710482,0.9509,FDXACB1
168,-0.021865152601710482,0.9509,C11orf1
169,-0.00013030789173217684,0.9997,OR8D4
170,-0.1388700292056257,0.5911,SNX19
171,-0.009261671492462658,0.9789,B4GALNT3
172,-0.04864428154371332,0.8189,WNK1
173,-0.09777947172068531,0.7984,DCP1B
174,-0.020951649517720706,0.9147,AKAP3
175,-0.0502197916379994,0.8908,VWF
176,-0.049391775215769214,0.8925,NCAPD2
177,-0.12554839916827595,0.6346,GPR162
178,-0.13794136527808387,0.6346,P3H3
179,-0.011530229790124493,0.9738,A2ML1
180,-0.019860222254245517,0.9553,TAS2R20
181,-0.07453319930846211,0.8423,AC022335.1
182,-0.14578494895344668,0.5544,KIAA1551
183,-0.1972016439017645,0.4326,LRRK2
184,-0.015424170735307755,0.9291,AC107023.1
185,-0.1228660547740958,0.6644,MUC19
186,-0.2544811017256908,0.3985,COL2A1
187,-0.035316185023959334,0.9219,AC125611.4
188,-0.011619434777991416,0.9736,FAM186A
189,-0.1863535857172204,0.515,KRT83
190,-0.029839869941789887,0.8994,KRT75
191,-0.01628352608625069,0.9632,KRT5
192,-0.1032441662984152,0.735,KRT74
193,-0.059632954014334764,0.8717,KRT76
194,-0.02523299652783892,0.9137,KRT78
195,-0.07982447798997724,0.8321,NACA
196,-0.024742577459065156,0.9372,LRP1
197,-0.06571546587141344,0.7693,PTPRB
198,-0.11531789579397499,0.7668,OTOGL
199,-0.1518874927773068,0.6716,METTL25
200,-0.07447114687908211,0.8023,ACACB
201,-0.055122694036304626,0.8808,OAS3
202,-0.03500736360459006,0.7959,RASAL1
203,-0.05817319856662046,0.7921,HNF1A
204,-0.04056655292096676,0.8898,C12orf43
205,-0.16356294648458763,0.4437,P2RX7
206,-0.014151874011919696,0.9634,WDR66
207,-0.14789998899807352,0.6496,DHX37
208,-0.01601307803481035,0.9638,EP400
209,-0.1593240401497113,0.4581,POLE
210,-0.016859182180960282,0.9462,SACS
211,-0.004474583230570916,0.9891,BRCA2
212,-0.14318819281339756,0.6479,FREM2
213,-0.07873243878465398,0.8313,ATP7B
214,-0.09306087374173967,0.7631,LMO7
215,-0.02259651912656535,0.9493,FARP1
216,-0.018589159834111777,0.9581,DOCK9
217,-0.06227556846765282,0.7873,CCDC168
218,-0.16200494517696046,0.3271,LINC00283
219,-0.1710503281142487,0.6199,COL4A1
220,-0.09426976157706925,0.6948,COL4A2
221,-0.05918479134919866,0.8726,OR11H6
222,-0.22265485036384555,0.3387,TEP1
223,-0.026216013800689535,0.8922,ARHGEF40
224,-0.021917475827062674,0.9308,CARMIL3
225,-0.02275724920330009,0.9474,KHNYN
226,-0.13250029953270706,0.6473,AKAP6
227,-0.08039301494623673,0.7274,FANCM
228,-0.03978842130311309,0.8801,NIN
229,-0.09330707377521874,0.7641,PYGL
230,-0.09719657511100163,0.7531,NID2
231,-0.21502629004559923,0.6095,PCNX4
232,-0.4073700602139898,0.1762,SYNE2
233,-0.00013030789173217684,0.9997,PLEKHG3
234,-0.08038457658629534,0.568,SPTB
235,-0.08377909958932928,0.7174,AL049839.2
236,-0.0016970599014588432,0.9961,DYNC1H1
237,-0.5368269554777728,0.08217,PLD4
238,-0.5942373365432012,0.06966,AHNAK2
239,-0.0335297362707156,0.9257,NPAP1
240,-0.08649370423221964,0.7552,AC009562.1
241,-0.1869461042426803,0.503,RYR3
242,-0.05375914806323861,0.8285,DISP2
243,-0.010307929860304554,0.9623,KNL1
244,-0.03715731879875755,0.918,MGA
245,-0.08307999075408834,0.7103,JMJD7-PLA2G4B
246,-0.03197316525742093,0.9172,PLA2G4B
247,-0.11486937271835147,0.6631,SPTBN5
248,-0.03753595394209875,0.9172,RNA5SP393
249,-0.11845199709114934,0.723,GANC
250,-0.23751875897394611,0.2812,MAP1A
251,-0.22787419759023436,0.4201,DUOX2
252,-0.18450847459543623,0.5331,NEDD4
253,-0.052096219862935035,0.8072,VPS13C
254,-0.004277078004534737,0.9902,HERC1
255,-0.0416750683559469,0.9085,DIS3L
256,-0.02090709936167361,0.953,KIAA1024
257,-0.14035730463764767,0.5256,AKAP13
258,-0.10556917690912716,0.7406,AC087286.3
259,-0.036077469600464575,0.8594,ACAN
260,-0.03856613774771612,0.8541,ANPEP
261,-0.028301519091951378,0.916,MAN2A2
262,-0.22060926977987846,0.351,SYNM
263,-0.2335206429049092,0.4554,AC036108.2
264,-0.07520400420208784,0.841,TTC23
265,-0.08549817717268592,0.8213,LYSMD4
266,-0.22228326139037402,0.5994,LINS1
267,-0.06877303671137511,0.7495,LRRK1
268,-0.06542589510746671,0.8596,CHSY1
269,-0.09370725685424272,0.687,ARHGDIG
270,-0.08434450245757132,0.7489,AXIN1
271,-0.06673513466084857,0.7928,PDIA2
272,-0.2614971559267786,0.1947,WDR90
273,-0.08952476636963004,0.6642,RHOT2
274,-0.16949722097421824,0.4975,MSLN
275,-0.2620237919854701,0.3652,MSLNL
276,-0.16949722097421824,0.4975,AL031258.1
277,-0.16949722097421824,0.4975,MIR662
278,-0.14381706810453096,0.6278,RPUSD1
279,-0.17187846114627447,0.5683,CHTF18
280,-0.02409166942783295,0.8898,LMF1
281,-0.256715471629339,0.3825,CACNA1H
282,-0.10104644139623932,0.6695,AC120498.6
283,-0.19601507291813702,0.4712,TPSG1
284,-0.15981585028077103,0.6029,AC120498.10
285,-0.2408611837188335,0.5743,BAIAP3
286,-0.16203298163134527,0.6886,CCDC154
287,-0.2996232872774354,0.4551,CLCN7
288,-0.08081727095749934,0.8302,PTX4
289,-0.01963297381522487,0.9558,RPL3L
290,-0.0885779387258484,0.6091,TBL3
291,-0.037865910103608076,0.8134,AC005363.2
292,-0.12028460906046624,0.7048,NOXO1
293,-0.06304626974093455,0.8228,TSC2
294,-0.05184496794576503,0.8228,PKD1
295,-0.20668348321705746,0.5129,SRRM2
296,-0.054876229877880586,0.8813,MEFV
297,-0.8320267981494592,0.02809,SLX4
298,-0.11335057252854477,0.7178,TRAP1
299,-0.11335057252854477,0.7178,DNASE1
300,-0.04177717456985169,0.8361,UBN1
301,-0.06326986622939083,0.7836,PPL
302,-0.04028122877426815,0.877,NDE1
303,-0.09670767681341584,0.6319,MYH11
304,-0.17131880301874164,0.472,ABCC6
305,-0.15638937323922567,0.6329,CCP110
306,-0.01090630738967451,0.9752,DNAH3
307,-0.03809860876212086,0.8463,IL4R
308,-0.06733672945626336,0.7233,ZNF646
309,-0.007671845550660904,0.9679,AC135050.2
310,-0.014169510141607842,0.9679,PRSS53
311,-0.4940945030650571,0.2229,ABCC11
312,-0.12500822216222857,0.5877,NLRC5
313,-0.36529825544253275,0.2419,CNGB1
314,-0.1425468829647335,0.7202,PLEKHG4
315,-0.06278486459188722,0.8274,ADAMTS18
316,-0.20652394710261665,0.2621,PKD1L2
317,-0.04119729660049764,0.9095,PLCG2
318,-0.15839019214293712,0.6609,NECAB2
319,-0.2899682528238023,0.2754,DNAAF1
320,-0.3320011084798645,0.2754,TAF1C
321,-0.14401200119793486,0.613,ATP2C2
322,-0.14317889655504032,0.4835,ZNF469
323,-0.2519316272602573,0.2827,MIR4722
324,-0.2519316272602573,0.2827,CTU2
325,-0.3779328804803564,0.2296,PIEZO1
326,-0.2356634331850505,0.2827,AC138028.4
327,-0.0510138249667491,0.8419,GALNS
328,-0.10281128947304236,0.6151,AC009113.2
329,-0.10281128947304236,0.6151,ZNF778
330,-0.1352444929090713,0.5982,FANCA
331,-0.06418428061140372,0.7817,GAS8
332,-0.0287076832943226,0.8714,FAM57A
333,-0.0287076832943226,0.8714,GEMIN4
334,-0.1939309984653121,0.5054,PRPF8
335,-0.14781621947265455,0.628,AC130343.1
336,-0.14781621947265455,0.628,WDR81
337,-0.0291883891274822,0.935,SPATA22
338,-0.04463261075525169,0.8671,TRPV1
339,-0.07038915542215245,0.7534,ITGAE
340,-0.22616784078355132,0.3621,MYBBP1A
341,-0.12437042245631096,0.5893,GGT6
342,-0.08265283377970593,0.6613,MINK1
343,-0.03417851202154975,0.9121,CHRNE
344,-0.7841634960525932,0.04921,RABEP1
345,-0.8966839174126104,0.0264,NUP88
346,-0.05473723547818042,0.8421,NLRP1
347,-0.10640944756389316,0.6331,KIAA0753
348,-0.22230040946759796,0.4931,POLR2A
349,-0.061622837601948754,0.8051,SENP3-EIF4A1
350,-0.24087793702707705,0.4598,DNAH2
351,-0.13398693956109928,0.6708,KDM6B
352,-0.011753276624621601,0.9733,AC005291.2
353,-0.03681700371515496,0.8672,AC005291.1
354,-0.1360525995615573,0.549,MPRIP
355,-0.15964294079664373,0.6924,MYO15A
356,-0.08502252755566903,0.8222,AC130324.2
357,-0.5461837931678527,0.1669,ATAD5
358,-0.042961699753968546,0.8625,GPR179
359,-0.22784990929875323,0.4706,AC004231.1
360,-0.25781578648273057,0.4431,KRT40
361,-0.15112917237380488,0.6151,KRT32
362,-0.10779405402422744,0.7802,HAP1
363,-0.021271822861508152,0.9522,BRCA1
364,-0.0485167692477068,0.8943,EFTUD2
365,-0.03786753070176453,0.9165,GFAP
366,-0.756594190402127,0.04149,MAPT-AS1
367,-0.756594190402127,0.04149,SPPL2C
368,-0.26496192329013535,0.3747,MAPT
369,-0.17230771132555442,0.6725,KANSL1
370,-0.6981022828047919,0.2004,LRRC59
371,-0.1271117809768944,0.6918,MYCBPAP
372,-0.07566901529132161,0.8401,SPATA20
373,-0.35887338054940954,0.2699,TSPOAP1
374,-0.053198409206117396,0.8089,SCN4A
375,-0.010283280051895296,0.9766,ABCA5
376,-0.2304749798289495,0.5882,KIF19
377,-0.09226626300234454,0.8086,HID1
378,-0.03175060589208262,0.9295,TMEM94
379,-0.17665830760987808,0.5843,TSEN54
380,-0.15488133308731314,0.4034,LLGL2
381,-0.018770512579999232,0.9577,UNK
382,-0.02643179854240369,0.9245,UNC13D
383,-0.03967194946985688,0.9127,AC087289.3
384,-0.04912995454815361,0.8738,FBF1
385,-0.047827545982085724,0.7988,EVPL
386,-0.831577185201204,0.01833,QRICH2
387,-0.044969640377999505,0.8345,TMC6
388,-0.004014002086200619,0.9908,TMC8
389,-0.27544349465382806,0.1482,DNAH17
390,-0.039765427904222404,0.8,DNAH17-AS1
391,-0.18635986277720934,0.431,ENGASE
392,-0.09694758364992258,0.6898,CCDC40
393,-0.17124353862667538,0.5658,GAA
394,-0.11773290288525769,0.6471,CARD14
395,-0.20019518155612606,0.2964,RNF213
396,-0.053228369445648724,0.7293,AC124319.2
397,-0.11757278397595765,0.6054,CEP131
398,-0.15428198203334137,0.701,AC027601.2
399,-0.09771342435782818,0.6316,BAHCC1
400,-0.08512818245994963,0.822,CCDC137
401,-0.07000142788380646,0.8252,HGS
402,-0.045468057373086,0.9006,METTL4
403,-0.07862570458152553,0.8344,MYOM1
404,-0.08730939294564183,0.7506,MTCL1
405,-0.28098441197733953,0.4642,ANKRD12
406,-0.054832125104840236,0.8189,TXNDC2
407,-0.10684742143543227,0.6118,CEP192
408,-0.030444315779156465,0.9323,LOXHD1
409,-0.15159833432049674,0.5702,ALPK2
410,-0.1535550729228592,0.5702,AC105105.1
411,-0.14166766475088519,0.4861,PIGN
412,-0.01957832419253819,0.9038,SERPINB11
413,-0.22908184646482843,0.3108,SERPINB10
414,-0.15791726802838113,0.5704,RTTN
415,-0.06388856832514576,0.8632,ZNF407
416,-0.029000304068430856,0.9165,HCN2
417,-0.02013307743509718,0.9547,POLRMT
418,-0.04633693625290868,0.8988,MISP
419,-0.14206473528057098,0.721,MIR4745
420,-0.09252416783493407,0.7171,PTBP1
421,-0.17927662842988415,0.5685,AC004528.1
422,-0.2688878188638729,0.4022,GRIN3B
423,-0.24355379588879206,0.4806,TMEM259
424,-0.49337201194184505,0.04575,ABCA7
425,-0.3282547616861338,0.346,ARHGAP45
426,-0.004715892310740337,0.9892,ATP8B3
427,-0.03498654972775212,0.9226,AMH
428,-0.026140277537095948,0.9189,TMPRSS9
429,-0.25134973405510846,0.377,TJP3
430,-0.15450407879973416,0.6092,APBA3
431,-0.31047632315768264,0.4148,PLIN4
432,-0.0788924035374454,0.8148,ACSBG2
433,-0.0087075512474525,0.9795,SLC25A23
434,-0.2994361009966982,0.2872,C3
435,-0.06499684854634524,0.861,TRIP10
436,-0.18914557551102,0.6214,ADGRE1
437,-0.007579043947975818,0.9827,INSR
438,-0.09550084460218008,0.8026,MAP2K7
439,-0.14516391597550451,0.405,FBN3
440,-0.14451416699241507,0.4906,MUC16
441,-0.003940852980403725,0.9829,COL5A3
442,-0.018815862601645743,0.9576,AC011511.5
443,-0.10879366060451337,0.7203,RAVER1
444,-0.007049039429553557,0.9839,KRI1
445,-0.15039418397946666,0.3068,DOCK6
446,-0.024614151010532673,0.9449,AC008770.2
447,-0.18559676526564384,0.643,ZNF844
448,-0.06374192459429279,0.7966,OR1I1
449,-0.024534460116639446,0.9254,NOTCH3
450,-0.12160412613123107,0.5507,CPAMD8
451,-0.27737578286527287,0.3392,MYO9B
452,-0.13649978455859965,0.6227,USHBP1
453,-0.08265206237222837,0.8267,ANKLE1
454,-0.08265206237222837,0.8267,AC010463.1
455,-0.18261426697092692,0.3912,IQCN
456,-0.22826557461323072,0.5912,ZNF85
457,-0.07768983678560405,0.8362,ZNF30
458,-0.03512542466173035,0.8912,KMT2B
459,-0.009464487840740365,0.9738,NPHS1
460,-0.020475018206527223,0.9102,WDR62
461,-0.05145808979595829,0.8108,WDR87
462,-0.08702993445638962,0.7791,PSMD8
463,-0.09519714388649696,0.6365,RYR1
464,-0.055912320584565856,0.8792,ACTN4
465,-0.15674034661641617,0.6011,PLEKHG2
466,-0.007755855953228555,0.9823,AC011462.1
467,-0.007755855953228555,0.9823,BCKDHA
468,-0.234927798897208,0.5822,CEACAM5
469,-0.0575641521606601,0.8537,ZNF155
470,-0.009883233932095567,0.9775,AC245748.1
471,-0.009883233932095567,0.9775,ZNF112
472,-0.05158703422139897,0.888,BCAM
473,-0.019042683770379865,0.9571,EHD2
474,-0.09578408358238935,0.7458,ELSPBP1
475,-0.14017803776486798,0.6405,PLEKHA4
476,-0.08186742679262018,0.8187,PPP1R15A
477,-0.02858497661500486,0.9363,PPFIA3
478,-0.01894550796762664,0.9363,TRPM4
479,-0.1052042823966511,0.6104,PRR12
480,-0.050045208087036705,0.8754,MYH14
481,-0.06729600809005203,0.7765,SIGLEC12
482,-0.2467368295835155,0.3576,ZNF577
483,-0.21990154365980044,0.5598,ZNF880
484,-0.23654190225958122,0.4527,ZNF468
485,-0.12587636342969755,0.7384,ZNF677
486,-0.5084963595149101,0.2718,LILRB1
487,-0.5084963595149101,0.2718,LILRB1-AS1
488,-0.18257475041283622,0.4591,NLRP7
489,-0.25555416431734007,0.3519,NLRP2
490,-1.4193552386878219,0.0162,GP6
491,-0.9918950603820577,0.0162,AC011476.3
492,-0.04662694927330402,0.8982,TNNI3
493,-0.11600191328058927,0.664,AC010327.3
494,-0.1746658574568268,0.535,PTPRH
495,-0.07600916219831834,0.744,SSC5D
496,-0.03711125174900756,0.844,NLRP11
497,-0.07567562271546663,0.7956,NLRP4
498,-0.2722983010930154,0.495,ZIM3
499,-0.053281374421002003,0.8745,AC004076.1
500,-0.043458332909738356,0.777,GREB1
501,-0.029883911222066423,0.8973,RAD51AP2
502,-0.06468810999180222,0.6955,APOB
503,-0.11248545202816798,0.4226,ADGRF3
504,-0.07698535614860097,0.5433,SELENOI
505,-0.4946444646054395,0.08526,OTOF
506,-0.16253782851400536,0.6878,C2orf16
507,-0.16549398825912476,0.6785,AC074091.1
508,-0.05724807957018629,0.8765,PLB1
509,-0.14686506957972956,0.4508,TOGARAM2
510,-0.04682637755147609,0.8632,C2orf71
511,-0.1097313166720965,0.58,ALK
512,-0.04416798976757825,0.9033,BIRC6
513,-0.11020668287940603,0.6883,LTBP1
514,-0.021843532872449632,0.9487,USP34
515,-0.06377925457128304,0.7208,CD207
516,-0.1359519418962063,0.6972,AC007040.2
517,-0.3769085834251725,0.3327,ALMS1
518,-0.014401374485640531,0.9378,DNAH6
519,-0.02877055272375882,0.9359,NPAS2
520,-0.053154886039376945,0.8848,GLI2
521,-0.012289056869694137,0.9721,MYO7B
522,-0.0022205691343960407,0.9949,RIF1
523,-0.31392228663425653,0.1297,NEB
524,-0.055912320584565856,0.8792,BAZ2B
525,-0.0018278780605592872,0.9958,MARCH7
526,-0.04062466342415694,0.9107,SCN9A
527,-0.08916223828131732,0.8143,SCN7A
528,-0.5910398886972661,0.08901,XIRP2
529,-0.03974176666303861,0.8475,LRP2
530,-0.31976299322642343,0.1584,TTN
531,-0.45940202098013827,0.01747,TTN-AS1
532,-0.121221085267042,0.7175,AC009948.4
533,-0.056021990415332165,0.8678,AC009948.3
534,-0.0902120165656216,0.7606,AC009948.5
535,-0.04968844666268147,0.8376,AC010680.2
536,-0.09047919964235714,0.7084,AC010680.1
537,-0.11167716686208962,0.7046,ZNF804A
538,-0.2098774339807601,0.5595,ZSWIM2
539,-0.11367851344052028,0.7697,PIKFYVE
540,-0.21824837648606313,0.534,FN1
541,-0.04512735229468396,0.8239,TNS1
542,-0.018136109008649624,0.9591,CNPPD1
543,-0.18394537185591986,0.5233,SPEG
544,-0.032949870970000926,0.8715,OBSL1
545,-0.16682077945028798,0.601,DOCK10
546,-0.06184153514529016,0.7705,SP110
547,-0.0948368812472607,0.7979,SP140
548,-0.05017104106468636,0.8909,SP100
549,-0.07471376075536362,0.7956,UGT1A7
550,-0.1091582436443671,0.6789,AC114812.2
551,-0.062147360669191444,0.843,UGT1A6
552,-0.1601117439396632,0.4224,MROH2A
553,-0.035316185023959334,0.9219,HJURP
554,-0.19968156984884394,0.4464,COL6A3
555,-0.06028111764589534,0.8704,MLPH
556,-0.04465689303154883,0.8563,RAB17
557,-0.057694247104105895,0.8756,SCLY
558,-0.1202072231973962,0.556,ESPNL
559,-0.21782063141654925,0.5311,AC012485.1
560,-0.028235798792855347,0.9119,GPC1
561,-0.07208123533470769,0.7098,SNED1
562,-0.01601307803481035,0.9638,MTERF4
563,-0.10952962183232637,0.616,PASK
564,-0.042023308030189534,0.8857,ANO7
565,-0.03053749202536309,0.9321,SNPH
566,-0.03053749202536309,0.9321,SDCBP2
567,-0.022440969253793866,0.9353,SLC4A11
568,-0.012273296098241406,0.9668,SIGLEC1
569,-0.060090724485005305,0.7933,CHGB
570,-0.06529211983302902,0.8175,FERMT1
571,-0.014618439768003073,0.9669,JAG1
572,-0.051519852515563014,0.8668,CFAP61
573,-0.1126922100825894,0.6947,MYH7B
574,-0.06540056178192698,0.8602,LBP
575,-0.03677901347701156,0.9188,LPIN3
576,-0.0020023635919956925,0.9954,SLC12A5
577,-0.017038541529636988,0.9435,PREX1
578,-0.04048962175629914,0.8651,ZNFX1
579,-0.037251946641359494,0.9178,PCK1
580,-0.3168378286471759,0.166,LAMA5
581,-0.02927077030482493,0.9277,ADRM1
582,-0.17897471099605353,0.3698,COL9A3
583,-0.05507405881244217,0.8316,DIDO1
584,-0.30078804720434454,0.2854,HELZ2
585,-0.08010794049355259,0.7031,RTEL1-TNFRSF6B
586,-0.1250934761815155,0.5112,RTEL1
587,-0.03295298237089459,0.8644,TNFRSF6B
588,-0.04408762605131761,0.8644,ARFRP1
589,-0.09772507952549828,0.7985,TIAM1
590,-0.02626775302845518,0.8942,PRDM15
591,-0.01488802046064615,0.9663,C2CD2
592,-0.22450300539355716,0.3005,UMODL1
593,-0.1106902989608389,0.5031,COL18A1
594,-0.04715464826969594,0.7985,SLC19A1
595,-0.19932373870967277,0.3848,COL6A2
596,-0.18760805991478077,0.3939,PCNT
597,-0.12818652431620034,0.5715,MICAL3
598,-0.15181306701603992,0.5974,ESS2
599,-0.035574132611062965,0.8703,CLTCL1
600,-0.007137328610972325,0.9837,YDJC
601,-0.05980527486705144,0.8098,CCDC116
602,-0.029200282283845327,0.9001,MYO18B
603,-0.23916805525278045,0.3695,CCDC157
604,-0.26265426786316726,0.3695,RNF215
605,-0.11568791937251383,0.6215,SFI1
606,-0.02717756157747233,0.9035,DEPDC5
607,-0.026293934507606666,0.9095,APOL4
608,-0.01723142274898808,0.9611,TMPRSS6
