,Gene,Y0a,Y0b,Y1a,Y1b,Y2a,Y2b,Y3a,Y3b
14052,ENSG00000269553,0.003638768369654737,0.003638768369654737,4.295916768248986e-14,4.295916768248986e-14,1.0737051660173844e-05,1.0737051660173844e-05,0.0006412960353956046,0.0006412960353956046
14053,ENSG00000269556,0.003637894877650776,0.003637894877650776,1.1921676688254636e-08,1.1921676688254636e-08,7.876729542657709e-06,7.876729542657709e-06,6.214237530649741e-12,6.214237530649741e-12
14054,ENSG00000269609,0.6689163732359205,0.6689163732359205,1.8420609112908512e-14,1.8420609112908512e-14,0.00010399157403268676,0.00010399157403268676,3.585286838429139e-17,3.585286838429139e-17
14055,ENSG00000269694,0.0036361485203463733,0.0036361485203463733,8.101497736485452e-07,8.101497736485452e-07,4.706994562918622e-06,4.706994562918622e-06,2.740294823689132e-05,2.740294823689132e-05
14056,ENSG00000269696,0.003635275654946737,0.003635275654946737,1.5367228843167814e-10,1.5367228843167814e-10,2.396974100991273e-05,2.396974100991273e-05,1.0078480609725468e-17,1.0078480609725468e-17
14057,ENSG00000269707,0.0036344029983160467,0.0036344029983160467,3.6555469227592845e-14,3.6555469227592845e-14,4.2196718551014943e-07,4.2196718551014943e-07,1.3729722727618236e-10,1.3729722727618236e-10
14058,ENSG00000269713,0.011307596393136037,0.011307596393136037,8.278395520564555e-06,8.278395520564555e-06,0.016106704159639586,0.016106704159639586,3.816258655082287e-19,3.816258655082287e-19
14059,ENSG00000269743,4.306616098797926e-09,4.306616098797926e-09,1.233641971733207e-06,1.233641971733207e-06,3.1753342150445108e-06,3.1753342150445108e-06,1.6824180406024246e-05,1.6824180406024246e-05
14060,ENSG00000269793,1.5310658709105524e-12,1.5310658709105524e-12,2.03592505507188e-05,2.03592505507188e-05,4.5854944165218665e-07,4.5854944165218665e-07,3.350955993675254e-07,3.350955993675254e-07
14061,ENSG00000269821,0.003630914458491528,0.003630914458491528,9.315663128794621e-09,9.315663128794621e-09,0.20848077153662115,0.20848077153662115,4.6115981413279847e-11,4.6115981413279847e-11
14062,ENSG00000269825,0.0036300428449622746,0.0036300428449622746,4.50868718591217e-08,4.50868718591217e-08,6.481030510312747e-09,6.481030510312747e-09,1.885753064522811e-07,1.885753064522811e-07
14063,ENSG00000269834,0.0874866753653414,0.0874866753653414,1.5339488859067797e-10,1.5339488859067797e-10,0.00010595204304647593,0.00010595204304647593,0.02417980881958387,0.02417980881958387
14064,ENSG00000269837,2.169703776832124e-09,2.169703776832124e-09,1.4286944113172708e-09,1.4286944113172708e-09,5.266863717684387e-08,5.266863717684387e-08,4.732378402014324e-13,4.732378402014324e-13
14065,ENSG00000269858,0.0036274292550068695,0.0036274292550068695,0.9922789871056289,0.9922789871056289,2.2656877855524704e-05,2.2656877855524704e-05,3.1798494403369865e-10,3.1798494403369865e-10
14066,ENSG00000269893,0.0037194246945520667,0.0037194246945520667,8.261319402433268e-06,8.261319402433268e-06,0.0012206739215603166,0.0012206739215603166,4.6753968005976384e-09,4.6753968005976384e-09
14067,ENSG00000269896,0.003625687903402063,0.003625687903402063,2.2173096459206093e-06,2.2173096459206093e-06,1.9681590948815537e-10,1.9681590948815537e-10,3.480863184486162e-14,3.480863184486162e-14
14068,ENSG00000269918,0.003624817539960915,0.003624817539960915,0.00012335263921745189,0.00012335263921745189,1.1207351738758463e-05,1.1207351738758463e-05,9.066151886113295e-05,9.066151886113295e-05
14069,ENSG00000269935,0.0036239473846946834,0.0036239473846946834,3.984642355313575e-11,3.984642355313575e-11,1.1125124469362346e-10,1.1125124469362346e-10,3.6359775850774416e-05,3.6359775850774416e-05
14070,ENSG00000269945,0.003623077437553939,0.003623077437553939,0.00027766076219409836,0.00027766076219409836,0.7687286158362172,0.7687286158362172,3.602126966043091e-07,3.602126966043091e-07
14071,ENSG00000269958,0.0036222076984892687,0.0036222076984892687,0.9700300608659249,0.9700300608659249,3.468619391551422e-11,3.468619391551422e-11,3.118940357503324e-05,3.118940357503324e-05
14072,ENSG00000269973,0.0036213381674512672,0.0036213381674512672,1.4990537992661009e-06,1.4990537992661009e-06,1.933929280062477e-05,1.933929280062477e-05,2.8173240098466685e-07,2.8173240098466685e-07
14073,ENSG00000269982,0.0036204688443905435,0.0036204688443905435,3.3388238064349774e-09,3.3388238064349774e-09,7.935424822153744e-05,7.935424822153744e-05,5.157881172385624e-18,5.157881172385624e-18
14074,ENSG00000270015,0.0036195997292577196,0.0036195997292577196,3.780865870245237e-13,3.780865870245237e-13,5.3596662115751735e-06,5.3596662115751735e-06,1.803425058320182e-08,1.803425058320182e-08
14075,ENSG00000270021,0.0036187308220034173,0.0036187308220034173,2.246220573768356e-06,2.246220573768356e-06,1.2432911169573652e-05,1.2432911169573652e-05,0.0008611378695507434,0.0008611378695507434
14076,ENSG00000270028,0.0036178621225782916,0.0036178621225782916,1.0203540687940724e-07,1.0203540687940724e-07,1.430132531498449e-10,1.430132531498449e-10,0.0012589559498581053,0.0012589559498581053
14077,ENSG00000270039,0.003616993630932983,0.003616993630932983,3.1329780515284786e-19,3.1329780515284786e-19,9.734557991221327e-12,9.734557991221327e-12,2.0572089696133763e-13,2.0572089696133763e-13
