,Gene,Y1a,Y1b,Y3a,Y3b
3889,ENSG00000118242,0.0022424554158002635,0.051533454142051134,0.01591773884633688,0.03944745316557158
3890,ENSG00000118246,1.1591934755481674e-11,1.0224238021355506e-09,3.428527743727485e-08,1.777771974412275e-07
3891,ENSG00000118257,0.003255322269940586,0.011133411592638318,2.1118638330204283e-08,8.707611608241708e-09
3892,ENSG00000118260,4.889078758520546e-21,3.4365838899797147e-16,0.0017944830333674838,0.005638476079492286
3893,ENSG00000118263,1.564354231996773e-14,3.965501480460231e-11,0.006370601705399831,0.015446284131615102
3894,ENSG00000118276,1.6460596125465653e-25,3.990316625423503e-19,0.012864279084929663,0.01041292854931572
3895,ENSG00000118292,0.00044636721342094333,0.006898313280645278,4.711691732115597e-06,2.208084954974123e-05
3896,ENSG00000118298,1.188259329500175e-07,1.7616520964037017e-06,0.01401559631156028,0.02187731549553448
3897,ENSG00000118307,0.004424411667806385,0.315736898859033,5.020113593156585e-07,3.706064456314037e-06
3898,ENSG00000118308,0.00014609896881103015,0.0005979509214914946,0.00012685097972741516,0.000691136498219932
3899,ENSG00000118322,0.00897729257198119,0.034433888605255994,0.0024080974481167656,0.004742634343907806
3900,ENSG00000118363,3.76159091601456e-05,0.0005514922056375127,0.000998353554365383,0.0023526424670088654
3901,ENSG00000118369,1.3526286376427925e-10,2.6400945865525313e-09,0.44931679124148327,0.4736111882917164
3902,ENSG00000118402,7.229056913026391e-08,4.849559039060728e-07,0.016369920595777666,0.02664611127040784
3903,ENSG00000118407,2.386828648584838e-06,8.269105849197542e-06,0.0013037771941634012,0.0035676776914214106
3904,ENSG00000118412,2.8766806994092776e-10,6.496413347335483e-07,0.00015199935268449177,0.000515290052010885
3905,ENSG00000118418,3.938692040423302e-07,8.011512557064007e-06,0.04470753799672536,0.0797668836033253
3906,ENSG00000118420,0.0006243666912748773,0.0022664948919423754,0.04447753243709524,0.06030572788059352
3907,ENSG00000118432,1.2973700803889024e-08,3.210298766579036e-08,0.237359406740021,0.3549577214185314
3908,ENSG00000118454,2.831260872185983e-10,1.4203354553612046e-10,1.3531867477569793e-06,1.293961644999633e-05
3909,ENSG00000118473,0.0007483276918358168,0.004619692457633867,0.20805754725017317,0.3158055648352422
3910,ENSG00000118482,6.884138982179336e-23,8.604848600114214e-18,6.933989576519872e-09,9.214197706207034e-08
3911,ENSG00000118495,4.870032439492482e-08,1.3721614700521503e-07,0.008559424364929454,0.017670162142455925
3912,ENSG00000118496,7.858565898215058e-09,1.0850030199502005e-07,8.712628212653837e-15,4.5364704331981725e-14
3913,ENSG00000118503,5.583233870140497e-05,0.003215845088720219,0.957499260423122,0.954233621859179
3914,ENSG00000118507,0.00776960045251856,0.06832611578401816,0.005929158201708358,0.012938860786921655
3915,ENSG00000118508,0.19824344593326101,0.38214709032323535,0.00020312900857858167,0.001452199375488395
3916,ENSG00000118514,0.0003247676925635469,0.00020999038855957006,3.024810759869066e-16,2.9933649889394543e-15
3917,ENSG00000118515,0.23517795396934543,0.049440656391979095,0.21667558401015075,0.24598595213490354
3918,ENSG00000118518,3.3035493144785745e-11,2.4073326180049017e-08,6.598290697283497e-10,1.577412359962799e-08
3919,ENSG00000118523,0.8721418973740986,0.8193758171228352,0.3779046204536065,0.38942026798310353
3920,ENSG00000118564,4.088442872502933e-06,0.00016728791523693844,0.0010138846016970544,0.00265645786735519
