,IC_h,IC_l,ILB,Labels,Mod1,Mod123,Mod2,Mod3
0,0.991180461329715,0.9850746268656716,0.9389416553595658,1,0.8819538670284939,0.9525101763907734,0.8846675712347354,0.8846675712347354
1,0.9640434192672999,0.9341926729986432,0.7293080054274084,2,0.7299864314789688,0.7394843962008141,0.7293080054274084,0.7313432835820896
2,0.9837177747625508,0.9423337856173677,0.9905020352781547,3,0.9850746268656716,0.9918588873812755,0.9674355495251018,0.9905020352781547
3,0.9762550881953868,0.9416553595658074,0.9830393487109905,4,0.9701492537313433,0.9810040705563093,0.9715061058344641,0.9837177747625508
4,0.9748982360922659,0.932157394843962,0.9864314789687924,5,0.980325644504749,0.9837177747625508,0.9762550881953868,0.9871099050203528
5,0.9715061058344641,0.9280868385345997,0.9843962008141113,6,0.9776119402985075,0.9837177747625508,0.9572591587516961,0.9823609226594301
6,0.9898236092265943,0.9559023066485753,0.9898236092265943,7,0.9830393487109905,0.9850746268656716,0.9776119402985075,0.9843962008141113
