,GeneSymb,MeanPval,OR,Pval,Y,Score
269,ENOSF1,-1.792723036724384,-3.9552424820474017,0.000186329,0.00011084328204368693,11.304443752218319
270,SMAP2,-1.9852342071092388,-2.515560464555459,0.000357986,0.0030417010545510273,12.551614599325406
271,SLC39A14,-2.3717999681744972,-3.517332601878925,7.32779e-05,0.00030376340708234155,11.163276700936681
272,NTRK2,-2.678795294681548,-0.7769646979660905,0.000117018,0.14319201690574804,13.596649278342465
273,NTRK3,-2.634624233728499,-0.18334812846395165,0.000158837,0.39599648860506426,14.234436908797655
274,DENND3,-2.777702392114502,0.31428654183120636,0.000411467,0.6734149948073682,14.588993420706808
275,ARHGAP22,-2.830270391672837,-5.7244994821429165,0.000141028,1.8858176618461855e-06,8.49763939717435
276,ARHGAP21,-2.678637247613768,-1.2201885682066256,8.24192e-05,0.05680825176348786,13.153583455169711
277,ARHGAP27,-2.200578279047292,-3.3410416017075555,0.000291326,0.00045578539853851236,11.510789390235256
278,BLNK,-1.862423919921141,-1.0160713560156627,0.000269318,0.08789671860763866,14.1739139950533
279,HHAT,-2.7491696175244784,-0.9412230314862179,0.000233818,0.10273060019990816,13.362016621979407
280,MICALCL,-2.908611989365008,-1.5679586263874778,9.65861e-05,0.02633013598113803,12.575838655237618
281,RBP1,-1.8994314949629738,-7.07801654453497,0.000548022,8.355711165558983e-08,8.07496123149216
282,UBR5,-2.8452567440988923,-1.9251521575433725,7.6352e-05,0.01174136155718314,12.28200036934784
283,ABHD5,-2.309993519471771,-9.456301218292008,6.5998e-05,3.4970253582688775e-10,5.286114533226325
284,TWF1,-2.3291638887019666,-5.064271850833115,0.000657776,8.624310890902002e-06,9.658973531455022
285,WDR54,-2.394994518609241,-6.481359390386573,9.80544e-05,3.300961554632083e-07,8.17605536199429
286,GPR6,-2.3573574659528944,-9.12538128414003,0.000795033,7.492361361822243e-10,5.56967052089718
287,SC5D,-2.172646846648187,-3.490884801429096,0.000755263,0.0003228308074069939,11.38887762291282
288,ARPC1B,-2.1112432075636707,0.0023276322287015547,0.000206561,0.5013398896105855,14.943493695655135
289,ACSL1,-2.192198618547206,-2.6047087027940714,0.000165343,0.00247864026891411,12.255501949648826
290,FAT4,-2.8513197575635774,-2.02376053962418,9.12116e-05,0.00937879579778716,12.177328973802346
291,RASSF8,-2.6440431721339333,-3.654992691121975,6.1806e-05,0.00022126422678531605,10.753373407734196
292,TRIM38,-1.6462171904882243,2.714335700642227,0.000982609,0.9980732440326986,18.120527781144105
293,RPL8,-2.010560426665465,0.6738434050645976,0.00018944,0.8251420725372647,15.715692249389237
294,RASSF1,-1.5737151506477178,-3.1751927656874614,0.000984867,0.0006676013433685918,12.303501354654925
295,PCM1,-2.2210105428349767,-6.349117789384522,9.50252e-05,4.4759169146484707e-07,8.482280938770606
296,OLFML3,-2.004384826806857,-0.22886497427785946,0.00110906,0.3712212784518437,14.819159469905387
297,TRIM36,-2.796458783552932,-1.7899886730201306,0.000166373,0.015959681492016743,12.465961814417042
298,RAB5A,-2.352087956479423,1.2502753735054335,0.000108208,0.9467917365313413,15.950596688016114
299,USHBP1,-2.1546721328849734,-5.076765689544222,0.000816004,8.379742455757424e-06,9.82097144856091
300,CHD4,-2.189673357433035,-6.409538100606625,0.000310255,3.8945898731953124e-07,8.453197812950444
301,SCD,-2.169566314933775,-0.6357749933308204,0.000797461,0.18786758466767642,14.24706796272551
302,CAP1,-2.385352947655028,-0.2312194756315535,7.68528e-05,0.3699567134306521,14.435836847703523
303,NPC1,-1.7894718758876742,-1.8104966970194112,0.00198383,0.015234773699759391,13.452440698083018
304,TTC5,-1.9116782097985454,-4.321049999237929,0.00435127,4.774515029886032e-05,10.819681061953629
305,C3orf58,-2.260392164644714,-4.137713746719474,0.000211044,7.282066263807119e-05,10.654303359625917
306,IL4R,-2.1998135463202138,-3.975470126729099,0.000226462,0.00010579957488782556,10.877125597940791
307,RAB3GAP1,-2.4786417287987663,-4.698392989788966,0.000106288,2.002618910587482e-05,9.875374552402372
308,MN1,-2.0222324703266485,-3.267423779183234,0.000461674,0.0005399352313789027,11.762753021480222
309,POLR2E,-1.8623165402567476,-1.6772342238525721,0.00315002,0.020593434704397815,13.512858506880784
310,DCUN1D1,-2.3332477909477696,-1.403999952939585,0.000439611,0.037948815578672856,13.315161527102749
311,POLR2F,-1.9618353807395226,-7.68530859950741,0.00041455,2.0639130236532414e-08,7.405265290743172
312,RHOC,-2.089691966453231,-1.2021862094307842,0.00148097,0.05907052922602827,13.760531095106089
313,CHDH,-2.036459847407333,-2.999685934535927,0.000365217,0.000999722977799415,12.016263489046844
314,POLR2J,-2.072979952900163,-3.9151806061965573,0.00141936,0.0001215532571398874,11.064248711893384
315,PRDM16,-2.6247368757697704,-3.944241152816374,0.000188764,0.00011368665040785538,10.48343124240396
316,ABCG1,-2.506162492229268,4.247016502574542,0.000152571,0.9999433814285285,18.793263281335378
317,AMPH,-2.4623683013338704,-0.10645067133825555,0.000143266,0.4390270326222569,14.483590298317978
318,LRIG3,-2.2331454536088278,-4.110129947264979,0.00114488,7.759546716381817e-05,10.709133870116297
319,ASCC3,-3.3159396843005258,-4.916167104750638,7.30692e-05,1.2129073494975903e-05,8.82030248193894
320,IL17RB,-2.212280253260932,-4.836222900254247,0.0004198,1.4580444613833337e-05,10.003906117474925
321,IL17RA,-1.7532901628841973,-0.17731128154666037,0.0123698,0.39932598044500756,15.121807826559246
322,LAP3,-2.7666590454574695,-1.453848719974552,9.28469e-05,0.03397350221577544,12.831901505558083
323,KRIT1,-2.0310922229179895,-9.61438407310573,0.000252058,2.4300540129207215e-10,5.406932974966384
324,BTG2,-2.2192846596655764,-2.0831525013027457,0.00056632,0.00818985186262507,12.749972110021782
325,PTOV1,-2.0960776044775735,-0.04982624550450383,0.000995434,0.4713491276730857,14.906505421008028
326,NFKB1,-2.571536901493581,-4.604226348298661,3.9153e-05,2.4874986200874222e-05,9.876646021197862
327,NFKB2,-1.726312429515017,-2.392751576331074,0.00188374,0.004031752986686266,12.933345265144013
328,ARMT1,-2.3560357330639703,-1.1951280279263183,0.000431317,0.05998033812558309,13.501245509999816
329,DNPEP,-2.0805199689802545,-1.8542433160678031,0.000368077,0.013795068264621168,13.117645985942048
330,AMFR,-2.397360129553817,-2.7176263515936485,0.000111635,0.001912239910383116,11.937422789842639
331,TGFBRAP1,-2.2461460010377126,-2.5413007279081556,0.000106662,0.0028671623875036628,12.264962542044236
332,EMILIN2,-1.9999604001880569,-1.2496787668760003,0.000754156,0.053277510933765315,13.802770103926047
333,EMILIN1,-2.0984679182036454,-4.626086487963537,0.000473912,2.3653926290543805e-05,10.327854864822921
334,GJC2,-1.8495958991495678,-4.600770354547794,0.00168492,2.5073719086677616e-05,10.602043017292743
335,PIAS2,-2.7587055446507898,-2.943844755794834,0.000132899,0.0011367403689593193,11.34985897054448
336,CTGF,-2.35416305318452,0.129614697561392,0.000280053,0.574063286583994,14.827860915366976
337,TMEM98,-2.230172711780479,0.8097921379178173,0.000252489,0.8658339930476473,15.632028697127442
338,DECR1,-2.23822748927591,-0.6669029438686314,0.00014137,0.1771757026289823,14.147278837845562
339,ACVR1,-2.2614150433438875,-0.22778760330001896,0.000303693,0.3718005073237595,14.563206624346197
340,EOGT,-3.279608050586842,-5.202572763331584,0.00014479,6.272266644479949e-06,8.570228457071678
341,KCNK6,-2.1061070035439764,-0.4328777436546956,0.000500684,0.2695832842622739,14.513424523791432
342,CRY1,-2.345759918658639,-3.7185770058950363,8.87852e-05,0.00019113489281516994,10.988072346436429
343,KCNK2,-2.958084212181682,-3.9156492461127317,7.08587e-05,0.00012142217771387486,10.17867581269569
344,STPG1,-2.2170146216481705,-2.6101617609398953,0.000109281,0.0024477884141659322,12.225232888402038
345,HSD11B1,-2.1298462019765165,-1.342100139148657,0.000149411,0.04350915783199595,13.58046292986493
346,TRAF4,-1.0496412359914595,-3.3907872898772484,0.00183392,0.00040647715615529695,12.611980745121397
347,SCAF11,-2.5438899538261497,-1.4874144167547696,0.000281067,0.03152632887893178,13.021104900409185
348,CRYM,-2.15652258476514,-4.484816697589362,0.000223946,3.274681606389101e-05,10.411069988635603
349,ESD,-2.4290066653526337,-4.448995121762778,0.000123336,3.556226660424081e-05,10.174407483874692
350,TMEM165,-2.1859517252876777,-2.595991238383853,0.000407141,0.002528768891876593,12.270466307318573
351,SLCO1C1,-2.7013514898714366,-2.2281579792206356,9.45114e-05,0.005878701370940514,12.122899801898033
352,TARBP1,-2.9731629712811354,-5.926753241387587,3.11536e-05,1.183712529294229e-06,8.152493058321381
353,ARHGEF40,-2.0837001469820136,-3.4153964142218185,0.00161852,0.00038409331113576094,11.553312709786272
354,SMARCC2,-2.1566937661825065,-3.756133556520428,0.00064963,0.0001753033855569692,11.13958194828717
355,RYK,-2.4263491812759037,-1.6072656697826841,8.02966e-05,0.024106640592966203,13.018794419931517
356,SNAP91,-2.904658769592166,0.12770257984129665,0.000111205,0.5729863847848624,14.275453081239235
357,CCDC146,-2.9785587442061052,-1.0565052459671649,6.46936e-05,0.08071340711134327,13.017345280816834
358,ANKIB1,-2.106695354472322,0.826580965925751,6.80107e-05,0.8702615175263358,15.772294882443534
359,DBN1,-2.1433870713365826,-0.045100778524712344,0.000521775,0.4740612121074747,14.86392142112881
360,EEF2K,-1.9965876771350939,-2.1268706884575064,0.000179563,0.007411371904180343,12.928950905397503
361,BLOC1S5,-2.536259559612279,1.0883030680857024,0.000143032,0.9245551251734809,15.604452779463527
362,DLG4,-2.2018139286886957,-5.868783484985422,0.000320489,1.3527449693223066e-06,8.981811857315986
363,LHX6,-2.1359002917881833,-4.7558073199865865,0.000890965,1.754628017099036e-05,10.160701659215334
364,CDC73,-1.5659023360531363,-1.5044349719765446,0.000105968,0.03035144570590873,13.982071962960422
365,FAM114A2,-2.225643904062462,-4.306137669590458,0.000107455,4.941295997230819e-05,10.520627697337183
366,B3GALT2,-1.3359410293371734,-11.382225802481816,0.00158007,4.14738351891205e-12,4.334242439171115
367,SLC45A4,-1.9986270856638362,-5.855884981895514,0.000269802,1.393523872112578e-06,9.197897203430754
368,CAMK2G,-1.799559315311157,-1.5120432349631243,0.000133162,0.029840087376435613,13.740806720715822
369,BCAT1,-2.5408210192319927,-0.797805816038642,6.15153e-05,0.13740461354123956,13.71378243571947
370,STK4,-2.2101171334693346,-3.596775938949911,7.68596e-05,0.0002529963014353735,11.245516198570858
371,CSF3R,-1.9128731267669417,-1.1710442712689064,0.00207339,0.06318439686742955,13.968491872954257
372,GMIP,-1.9669712289530465,-1.3178448304231596,0.00146402,0.045893585130789026,13.767593211613898
373,CXCL12,-1.9754756904414175,-3.299984711464003,0.00678229,0.000500953796823462,11.776948869084684
374,OSBPL6,-2.7125683466733497,-3.1729214612734653,0.000118315,0.0006710996093752167,11.166919463043289
375,CXCL16,-2.268109526081159,-1.1368586644764627,0.000465074,0.06800705382460322,13.647441080432483
376,TEX2,-3.1239010812501475,-3.8486798394265924,5.33321e-05,0.0001416637169119769,10.079828350313363
377,ARHGAP10,-2.982499780373151,-0.8530015986458053,0.000130392,0.12302307240983493,13.216907891971147
378,ARHGAP19,-2.514570587931088,-2.167775753899266,8.45585e-05,0.0067496765449223724,12.37006292915975
379,PHPT1,-2.1678334689670424,-2.8072624310353307,0.00160872,0.0015561849110533696,12.077313370987731
380,SIRT2,-1.9713891982018572,0.5185598298546096,0.001314,0.7674607185801976,15.599579902642857
381,GABRG3,-2.433195423115197,-2.862069782222615,0.000302093,0.0013719364170121523,11.757144065652291
382,NUAK1,-2.185416128158436,-1.1445609611689562,0.000215294,0.06689153586811446,13.722432181662711
383,NEUROD1,-2.1782253445445146,-3.4689321539181543,0.00113081,0.00033956299127157894,11.405251772527436
384,RAB7A,-2.5417821930519424,-3.2141157853663214,5.14966e-05,0.0006104063425384195,11.29651129257184
385,ANO2,-2.7283401997613304,-0.49669928932589913,8.2654e-05,0.24164308088034483,13.827369781902874
386,IMPAD1,-2.4259745610228456,-3.2906052418817806,0.000229795,0.0005118849869972674,11.335829468085478
387,GPR137B,-3.188841396560089,-3.820518126271566,3.46714e-05,0.00015115280951737977,10.043049748158449
388,TMEM132A,-2.4606948769230677,0.5515416872354653,0.000136946,0.7807378977642419,15.143256081302502
389,ZIC4,-2.1306442064244804,-5.018182117797008,0.000685414,9.589892024517734e-06,9.903582946768616
390,ZIC2,-2.369676673836934,-5.425056529098915,0.00115034,3.7578707516075343e-06,9.257676068054256
391,GRM5,-2.636177312288304,-1.912973285506809,0.000154899,0.012071252587364354,12.503258673194992
392,DSP,-2.2870451640183265,-4.304188538207361,0.000395916,4.963521471968255e-05,10.461175568764416
393,PPARG,-3.0019075522539556,-0.9341873908477633,4.29928e-05,0.10423352253303604,13.116314327888386
394,SNPH,-1.7840739263936103,-3.536922813334911,0.00382109,0.00029036954393661337,11.731412531261583
395,THBD,-2.1653754673797536,-4.482766536244456,0.00123764,3.2901763360894416e-05,10.404267267365896
396,CAMSAP2,-2.390961490485963,-3.211845851869501,8.77169e-05,0.0006136031520211484,11.44960192863464
397,ERMP1,-2.4659015555427337,0.5897371962906336,0.000141804,0.7954214477708698,15.176244911738003
398,WDFY4,-2.8431692028247126,0.7748860777342401,0.00012215,0.8562197700906543,14.984126145899632
399,SORT1,-2.0366631382727243,-4.679554127459003,0.000231159,2.091398487580467e-05,10.336192005258377
400,TTC38,-2.351502896903838,-0.3301577074146921,6.05548e-05,0.31859932534173874,14.370748666671574
401,ECHDC1,-2.2835488581226646,-5.321443229256365,0.000236259,4.770398930607161e-06,9.447417183611075
402,ACP2,-1.6011863169419576,0.1653184353627399,0.000584556,0.5940322203362237,15.616541389410887
403,ZNF831,-1.9343079977638236,-4.453958921410367,0.000114261,3.515813337521245e-05,10.664142351815913
404,ITPR3,-2.525144123398171,-1.6386041829091582,0.000121235,0.022466097810464988,12.888660964682774
405,LHFPL5,-2.231330396910774,-3.1089005773889546,8.03412e-05,0.0007776095394120187,11.712178296690375
406,LHFPL2,-3.106718624626566,-1.855719215696622,4.65496e-05,0.013748910356180316,12.089971430666916
407,NCOA2,-3.036580926890937,-2.825398996851371,6.89563e-05,0.0014926303835117065,11.190429347247797
408,KIF3B,-1.636762319969564,-1.8197943724744727,0.0018084,0.014916897212961116,13.595852578546067
409,RNF152,-2.7366932041610235,-2.361245437799578,0.000130293,0.004333794647525179,11.954470629029503
410,ELL2,-2.5286514495341335,-0.9937498575186651,4.72226e-05,0.09210549290547368,13.530007963937305
411,LIMD1,-2.9999224780769698,-8.654377929431991,0.00010783,2.2162669474561426e-09,5.398108863481143
412,BSG,-2.3304374674975104,-3.158306611418094,0.00220389,0.0006940517619591611,11.563665192074499
413,KIF21B,-2.232423956062863,-2.8630374943218135,9.30172e-05,0.001368886997531056,11.956947820605428
414,MCAT,-2.1528468210360034,-2.759792120159545,0.000494767,0.0017356152477041669,12.139770329794555
415,SLC17A9,-1.9654268709630929,-0.9206058158529679,0.00104693,0.10718977065166914,14.166376584174044
416,SCARF1,-2.260234459381045,0.53595923537328,0.000675539,0.7745339230158731,15.328134046982338
417,EMX2,-2.2592139701570146,-1.3239077023228691,0.00116021,0.04528616193201298,13.46928759851022
418,AK5,-2.3878392937988906,-3.073452362054924,9.80933e-05,0.0008436864514194921,11.59111761513629
419,AK4,-2.6998983060078157,-2.639708209438579,3.43525e-05,0.0022871642290771817,11.71280275554371
420,NCKAP1L,-1.8736037278708841,2.791206361203564,0.000412779,0.998385300105969,17.970011904322785
421,LARP1B,-2.1751279001300965,-0.3602362524452309,0.000319565,0.3037561694502816,14.517045118414776
422,ERC1,-2.618325861861375,-3.3557486856157865,0.000123815,0.0004406156466519904,11.078334723512942
423,PLCG2,-2.547161641551835,0.43560174203305724,0.000211019,0.7316499840518258,14.940849371471327
424,ERF,-2.280885676934453,-0.5169401307225218,0.000125615,0.23320552868359035,14.25458346333313
425,CAPN5,-1.9548424826315083,-1.6957989126934,0.000276,0.019748700075201134,13.401767875665197
426,MLKL,-1.9266703384594799,-2.5302722991430686,0.000485767,0.002940686281420361,12.595466633387556
427,COBLL1,-2.827689034391169,-3.0636593417722797,0.000107109,0.0008629104714242648,11.161060894826655
428,SLC37A2,-1.9836839785350908,-0.9229211999869555,0.000450264,0.10668062544574221,14.145804092468058
429,HERPUD1,-2.162438144528674,-4.624303428843742,0.000543912,2.3751238243906283e-05,10.265667697617689
430,LPIN3,-1.942410419737355,-2.2583990138035706,0.000389939,0.005485448325987831,12.851599837449179
431,LPIN1,-2.822735611333265,-7.077038248902012,0.000147746,8.374554529059148e-08,7.152635410754828
432,CDK17,-2.4302261536405347,-2.289973720688721,0.000123202,0.00510275255255427,12.332209396660849
433,ST5,-2.7695573708802135,-1.2634884289049877,8.23359e-05,0.05169624979042446,13.019363471204903
434,KLF4,-2.5446637975811788,-1.7387076700578357,9.29654e-05,0.017924101028714383,12.76903780335109
435,KLF2,-2.197510671598048,-1.7736302878105672,0.000696859,0.01656214691361863,13.08126831158149
436,ATP6V1B2,-2.4365867213460426,-1.8965758906478563,0.000250123,0.012529913069107291,12.719246658996205
437,ARFIP1,-3.055779913130686,-2.4305202848982024,3.58357e-05,0.003697184068066242,11.566109072961215
438,ZNF300,-2.3384906752854975,-4.436206521068282,7.762e-05,3.66249948764065e-05,10.277712074636325
439,MMP28,-2.091824898078398,-1.4511575677494086,8.44232e-05,0.034177458870563907,13.509426805162297
440,TRIP10,-2.0983148937252385,-3.0688374650311268,0.0012066,0.0008526917432796088,11.88525691223374
441,AOAH,-2.657928683056474,-3.9791151168491234,9.82166e-05,0.00010491541831490475,10.415365471084506
442,BTRC,-3.253493258135939,-5.156873043007896,2.58541e-05,6.968253325155288e-06,8.642042969846269
443,DYNC1I1,-2.8270737034302886,-4.117219646619554,0.000226731,7.633912863854574e-05,10.10811592094026
444,MAP3K14,-2.0520182321851888,-1.5739231385769927,0.00147558,0.025980325669353578,13.426467900227923
445,DSCAML1,-2.6894906417198,-5.646342191247662,0.000295939,2.2576511096715273e-06,8.716576438022642
446,CTNNBIP1,-2.297222664075011,-1.7399246212234518,0.000122098,0.01787484212690797,13.015261985691641
447,SLC1A4,-2.0431209724378863,1.293922852242139,0.000534175,0.951633265937319,16.303211150794358
448,SLC1A5,-1.9801628083262488,0.1017876857687551,0.00145477,0.5583269469642748,15.174034148432611
449,SLC1A7,-1.9161310238243365,-4.743232810101429,0.00021748,1.806172999503599e-05,10.393045437064337
450,STXBP5L,-2.910358063889852,-7.460399490531119,0.000233093,3.464180354159004e-08,6.681651716569133
451,SLC1A2,-3.152921951490708,-2.159259872387825,4.13653e-05,0.006882414105133419,11.740227447111572
452,LIN7A,-2.3919366970863107,-4.037864917259838,4.41755e-05,9.164215246752067e-05,10.622607656643956
453,LIN7C,-1.9849251783945323,-0.08132973873047958,0.000845871,0.453319182243921,14.986154353865093
454,FRYL,-2.5251877263035687,0.1541873472917747,0.000106014,0.5878366828479498,14.681408891978311
455,STYK1,-2.169988062502581,-2.8592808279787847,0.000121292,0.0013807628700222997,12.023140380508739
456,LRRC49,-2.3787992885659373,-4.9388434688521095,8.555e-05,1.1512019896013137e-05,9.734766513572058
457,GPATCH4,-2.3655786518069024,-5.1077206224992855,0.000370475,7.803258400589752e-06,9.579109996683917
458,B3GNT5,-2.1904765618563538,-2.3283153428011683,0.000731035,0.0046735854437037734,12.533617366332582
459,RARB,-2.47627965867653,-4.195373993379103,0.000330106,6.376734158440158e-05,10.38075561893447
460,EIF3D,-2.2603399128037145,-2.1511490549494074,0.00019344,0.007011247118395531,12.640920303236982
461,MTMR9,-1.9518310074134066,-4.076303705802541,0.000142619,8.388027853545676e-05,11.024274557774156
462,MTMR2,-2.0970188997934374,-5.5377746324250054,9.70137e-05,2.898839087351092e-06,9.417615738771662
463,NABP1,-2.2378679003573203,-2.2364613383393595,0.00157498,0.005768015146158908,12.578080032293425
464,HLA-DRB1,-2.3684298176564007,-1.6996475961649542,9.26102e-05,0.01957787304877253,12.98433185716875
465,NOMO1,-2.463282324897505,-3.6079306102109925,0.000342832,0.0002465825202992576,10.981196335881606
466,EDEM1,-2.2580421933585675,-0.8083709078296217,0.000553839,0.13454661421093606,13.985996169801915
467,DZIP3,-2.5379627832878806,-3.638438299379709,0.000108258,0.0002298591850297429,10.876008188322515
468,PTTG1IP,-2.1870038267980143,-0.6475407528077817,0.000221388,0.18376902767585554,14.217864691384309
469,SLC2A5,-2.245667253740031,-3.804193154737483,0.000183674,0.00015694181865654282,11.00254886251259
470,SYT7,-2.164905407752862,-0.3423082768821778,0.000293113,0.31255659796852325,14.545195586355064
471,UBTD2,-2.6511362694151477,-4.684423681190272,4.31696e-05,2.0680800119157837e-05,9.716849320384684
472,TASP1,-2.691878625297455,-4.391919028876299,7.05878e-05,4.055676975021984e-05,9.96861161681635
473,NFATC2,-2.8726409590547592,2.863652162508788,0.000107002,0.998633046406674,17.043420474444133
474,SYF2,-2.455669035565263,-2.207633620710948,0.000592821,0.006161439979653925,12.389106614713892
475,NCSTN,-2.0522390683830225,-3.106447452474764,0.00125734,0.000782010873299139,11.893722750132318
476,BCKDK,-1.843059642877077,-5.902775780016928,9.10898e-05,1.2509031228363858e-06,9.3065738480961
477,CCAR1,-1.960124122747703,-3.6359601643257506,0.000297886,0.000231174233527961,11.45632498391665
478,ADAMTSL3,-2.6371346078195455,-2.52938791868114,0.000108158,0.0029466630188975927,11.885886744489419
479,PPP1R14A,-2.0966386115401137,-4.052529339080453,0.000867021,8.85996856171708e-05,10.903241320369537
480,UBP1,-2.4303682179504706,-1.5417170838763326,0.000112276,0.02792434423589222,13.0803239691633
481,FARP2,-2.9465729058144863,-2.814356462471943,5.75357e-05,0.0015310103219317711,11.291479902703674
482,C9orf40,-2.2431868760005864,-2.1455833865234126,0.00171998,0.007101035296001551,12.663639008466106
483,AGMAT,-2.2602781683785094,-2.080677116964049,7.23234e-05,0.008236279958352929,12.711453985647546
484,EPAS1,-2.6052315668725328,-1.358262832010543,0.000126039,0.041986418842118206,13.08891487210703
485,RALY,-2.0100592424834316,-3.556791035110469,0.0017973,0.00027738851774905695,11.485558993396204
486,TBC1D30,-2.3719553554984643,-2.2182915414265723,0.000360455,0.006012971913914869,12.462162374065068
487,PCDH17,-1.998521886029377,-1.1897492885067877,0.00796202,0.06068245543949323,13.864138096453939
488,RALB,-2.057291477174083,-1.938738729947261,0.000141851,0.011383844979171404,13.05637906386876
489,CDKAL1,-2.5250973501574485,-2.9291241957811733,0.000274025,0.0011758849269153054,11.598187725051481
490,FAM81A,-2.852245843328914,-4.635543554976444,7.68864e-05,2.31444248810895e-05,9.564619872684746
491,STXBP3,-1.9782487092499585,0.0012653381417594347,9.5814e-05,0.5007283866704444,15.075425899881905
492,ADAM32,-3.0863874618516887,-2.830405020555985,5.49195e-05,0.0014755491604337148,11.13561678858243
493,DBF4B,-1.9620560315309126,-0.28427077636662185,0.00212237,0.34196321706666416,14.806082463092569
494,FLT1,-2.653373694422578,-6.432791450180098,0.000167502,3.6915468925446337e-07,7.966244126387428
495,PVR,-2.0525850766586027,-7.562071194320561,0.00247719,2.7411247046817687e-08,7.4377530000109395
496,CRYBG3,-1.8367682034296198,-1.9089738707197852,0.000974305,0.012181569688464317,13.3066671968407
497,DIDO1,-2.0321001471915876,-0.2081218833148461,0.000333687,0.3824367184095944,14.81218724048367
498,HNRNPA1,-2.1587503011017284,1.7587733748781835,0.00111471,0.9828713435750488,16.65243234476656
499,EIF4E3,-2.7315971556181027,-1.6682243922557662,0.000126349,0.021016054098805997,12.652587723116234
500,ELMOD1,-2.1507253298612725,-2.6610444062288465,0.000261598,0.0021777537787363442,12.240639534899985
501,CLU,-2.339210415241572,0.6292352040303969,0.000475619,0.8098240954648902,15.34243405977893
502,ACOX2,-1.786500193914154,-5.7387178202468245,0.000805438,1.8250778197516577e-06,9.527191256829125
503,CDK2,-2.1137149833535345,-5.6977631681443555,0.000430288,2.0055613928908915e-06,9.240931119492213
504,CDK6,-1.8805590675976234,-6.795748385740638,0.000118464,1.6004847660930594e-07,8.376101817651843
505,EIF4E1B,-1.9930461934213048,-1.112040793322062,0.000536444,0.07171968104539685,13.947322284246738
506,LPAR1,-2.377952913095621,-0.7087221268647214,0.000172256,0.16357120359842925,13.965734231029762
507,LPAR6,-2.0096059065391145,-2.348790205633575,0.00043979,0.00445932170676074,12.694013158817414
508,SPECC1,-3.316847744928773,-3.0190990277636023,5.05937e-05,0.0009560609097367034,10.716462498297728
509,LIMS2,-1.4935383609026445,-1.3789230129981702,0.000781284,0.040114059787730486,14.179947897089288
510,LIMS1,-3.011186110411647,-4.052386355572224,7.70143e-05,8.862885765843527e-05,9.988836805006233
511,RCSD1,-2.707099290635691,-3.2628992229952023,0.000186551,0.0005455866902762967,11.082410757359211
512,GAL3ST4,-1.6775667228044056,-3.1113723522720838,0.000669135,0.000773199779392205,12.263470195913616
513,SEMA6A,-2.4542109009634596,-0.6012615372524788,0.000298549,0.2002943236042901,13.996936832774166
514,RGL1,-2.6742686611912467,-3.8599667617037343,0.000119623,0.00013802993660472042,10.518173848095124
515,DNAJC16,-2.3168300496518124,-6.902826219984685,3.71398e-05,1.2507592566236719e-07,7.832753001353607
516,DNAJC12,-2.3907281167322725,-4.0573957096138535,0.000375147,8.761253350576573e-05,10.604285444643978
517,USH1C,-2.359606933596917,-8.167613212169218,0.000286464,6.798088042775669e-09,6.525189125223969
518,MATN3,-1.8951951172408368,0.5335806277983138,0.000430072,0.7735760398276526,15.69079478154758
519,GREM1,-2.3933049741469588,-0.7853384618006586,0.000317514,0.14084266675195087,13.873765835042487
520,PRKCB,-2.9856298228167217,-3.0078961890846005,9.49904e-05,0.0009810192977615685,11.058883259088782
521,PRKCE,-2.3226751909724426,-1.310935749488148,0.000369913,0.04659524136738027,13.418798330529514
522,MS4A6A,-2.1702950837004313,-0.5181779064406444,0.000276145,0.2326962622379029,14.363936280849028
523,PRKCQ,-2.8977523438792274,-6.6703647805582955,9.85051e-05,2.136166630941355e-07,7.484292146552582
524,ENDOU,-2.2094748369489903,-1.6016068016148115,0.00051718,0.024415086875330696,13.241327632426302
525,PM20D2,-2.210687535322652,-3.787379205435171,0.000526027,0.00016313604892496809,11.054342530232281
526,DDX21,-1.5228562238688572,-0.8964111931344823,0.00123424,0.1126390823931329,14.633141853986764
527,DDX24,-2.6313801179742065,-5.336133785185536,0.000106697,4.611733599310517e-06,9.084895367830361
528,PFKFB3,-2.797531976976434,-7.071974821157652,0.000101965,8.472764629951263e-08,7.182902472856018
529,CLPTM1L,-2.086944777795577,-2.2241857126283096,0.000439912,0.005932397013410378,12.741278780566217
530,NRIP2,-2.244811393772363,-0.9860685725027104,0.000506861,0.09359520929309759,13.82152930471503
531,GSTP1,-2.05162915678693,-7.118248227321191,0.000253647,7.616434991411224e-08,7.882531886881983
532,SCIN,-2.2383099433682236,-3.012788931449972,0.000127027,0.000970039861919119,11.801310396171909
533,ADD2,-3.0521128378556246,-3.238039064957831,4.43621e-05,0.0005777101078893266,10.762257368176648
534,ADD1,-2.097804959301254,-3.552777502166167,0.000108098,0.00027996316484492795,11.401826809522683
535,PPP4R2,-2.662627645411472,-3.3436615140570054,6.82114e-05,0.0004530453594304228,11.046120111521628
536,LTBR,-2.2328981824713123,-0.5822119942923395,0.000902476,0.2074126128953843,14.237299094226453
537,PPP1R7,-2.140554271312253,-9.984746765536258,6.45612e-05,1.0357459276639764e-10,4.927108234141594
538,MAP3K9,-2.9968147307053417,-3.823721552993264,0.000130355,0.00015004215033774561,10.2318729872915
539,PPP1R3C,-2.010649393210935,-1.7016518309871727,0.0029478,0.019489487691381247,13.340108046791997
540,PROX1,-2.3610819282689057,0.1444919623970832,0.000210138,0.5824174084871712,14.835819305118282
