,GeneSymb,MeanPval,OR,Pval,Y,Score
541,MAP3K1,-2.5492522834892704,-0.9438563823828724,6.57129e-05,0.10217302829137251,13.559300605117961
542,CCDC93,-3.152354436536024,-3.687973230783062,9.24052e-05,0.00020508679208754076,10.212081603671018
543,CTSH,-2.0900529814733186,-1.7182212082654902,0.000128548,0.01877361933498701,13.244135081251295
544,CTSL,-2.171370793787508,-5.522388079913886,0.0009737,3.00338229133216e-06,9.35865039728871
545,CTSO,-2.2404163561807158,-3.6730487896568786,0.000114014,0.00021225553253966873,11.13894412515251
546,CTSC,-2.4841062454029808,-4.347659862825375,0.000201004,4.4907681474417745e-05,10.220643162761748
547,CTSZ,-2.175421268461815,-1.1128052885853417,0.000397434,0.0716025746608976,13.764182713942947
548,NACAD,-1.946037188822505,-6.006479457972722,0.000478898,9.851902704161176e-07,9.099892624194878
549,SETD3,-2.3424953902824535,-3.3918400870892107,9.45677e-05,0.0004054933849045615,11.31807379361844
550,CTSS,-1.4539845205372988,0.6903963483077321,0.00278569,0.8305733759244889,16.288821098760536
551,SETD7,-1.098670470850708,-2.9135956307296342,0.0074767,0.0012186382310609312,13.040143169409761
552,SETD6,-2.2669389277330985,-3.3566003843005823,0.000538682,0.00043975277783061525,11.428869958956422
553,XAF1,-2.1348344472083363,-1.0944489662026373,0.000279517,0.07446368072658617,13.82312585757913
554,INPP5E,-2.1523488662616552,-5.614170202603593,0.000289138,2.4312450895733897e-06,9.285890202124856
555,DZIP1,-2.317961149734783,0.10690331278675083,0.0012083,0.5612296376475824,14.841351434042071
556,FKBP1A,-1.8887095735053943,-0.10367211606299256,0.00398768,0.4406033217980173,15.060027581421718
557,ZNF37A,-1.9601966307749235,-8.057755312160737,0.000128551,8.7547688507305e-09,7.034457328054444
558,RGR,-1.8164467635439563,-1.5324860213892,0.000729229,0.02850713637325385,13.703476486056948
559,AKNA,-2.4838213219613148,1.4237786627870657,0.000104178,0.9636793275958313,15.992366611815855
560,JDP2,-2.176337720064043,-1.4146461107286534,0.000219757,0.037063919913536005,13.461425440197408
561,FBLIM1,-2.054620852232128,-2.725599005922884,0.000262358,0.001877521118123138,12.272189412835093
562,MET,-2.2104282539852376,-4.530226587887756,0.000278557,2.949582867631807e-05,10.31175442911711
563,AHNAK,-2.004279355512032,-2.8243315111504717,0.000183223,0.0014962982503833008,12.2237984043276
564,NT5E,-2.4638542009840636,-0.44715375357928555,0.000333961,0.26315980469675865,14.141401316426755
565,GBP3,-2.1039986825289825,-1.4844687438210327,0.000379594,0.031734079308402885,13.46394184464009
566,CARD9,-2.255755386355497,-7.871200949839238,0.000661864,1.3452377448985348e-08,6.925452934795368
567,CARD8,-2.095807174756894,-3.2541910456420657,0.000144176,0.0005566306871828601,11.702411050591145
568,MAP1A,-1.9270886944151204,0.30939169062974675,0.000662303,0.6709314084190525,15.43471226720473
569,GFOD2,-1.0255642280323312,-3.8087720800817277,0.000583999,0.00015529607180917669,12.218072962876045
570,FRZB,-2.7733330350728487,-1.1869315864931886,0.000236962,0.06105332777269146,13.092144649424068
571,UNC5C,-1.9852515486149862,-3.407738854905835,0.000211376,0.0003909231018994156,11.659418867469283
572,UNC5A,-2.096180010110468,-8.91564665835793,0.000256337,1.2143764628920408e-09,6.040582602521706
573,UBA7,-1.3375557001711917,-0.6614683763332325,0.00135791,0.17900735993963446,15.05338519448568
574,TP53,-1.9467326115964418,-4.364210030780884,0.000434172,4.322860240433502e-05,10.741466628612777
575,GNAQ,-2.4889811300583635,-1.967563115172283,0.000125974,0.010660613150192219,12.595865025759458
576,CDHR2,-2.1784890230098517,-4.998703162739121,0.000147141,1.002980481117887e-05,9.875217085241133
577,UBE2S,-2.205733783472956,-1.6222494705022394,0.000841871,0.023308165144997964,13.22442601701491
578,STX1B,-1.7996575096322223,-6.330527988125484,0.00104843,4.6716662537082505e-07,8.922223773232398
579,VSTM2L,-2.0297712053845207,-2.3733234308863453,0.000296409,0.0042154307695927125,12.649314634719238
580,RPL18A,-2.420581952235006,-6.5429377621473535,0.000525556,2.864587638210811e-07,8.088889556607745
581,PTAFR,-2.0324089456630343,-1.0919285890020485,0.00189743,0.07486463219918148,13.928071736325021
582,VPS41,-2.7411559677741177,-4.72045960861876,4.69976e-05,1.9034090281457353e-05,9.590793694597227
583,TMCC3,-2.8602599646725086,-2.607124947156102,0.000177468,0.0024649222733597654,11.585024359161494
584,CAST,-2.964772478384822,-4.432775918544115,9.9967e-05,3.691543998176858e-05,9.654860874061168
585,RABEP1,-2.7691915418226833,-2.26800919978678,6.42026e-05,0.005366042185907728,12.01520852938064
586,NMNAT2,-2.7089876855913966,-2.1095952880775037,9.7874e-05,0.00770980531965277,12.233826297321205
587,LFNG,-2.121170719138721,-1.63149996698459,0.00113522,0.022828163505658694,13.299738584866793
588,EPB41L2,-2.7030245748489072,-6.93506888865394,0.000111581,1.1612642623099858e-07,7.414315807487256
589,ACSS2,-1.7884467428782904,-3.9948290453257704,0.00177349,0.00010118753289069578,11.269133482786042
590,GPR62,-2.030004791938762,-0.22148657745496303,1.05868e-05,0.37519547322914376,14.800917901596378
591,ADAM23,-2.9150056375679574,0.08417882290775965,0.000169941,0.548306083445887,14.221582456329907
592,GPR61,-1.8031574780675228,-1.0890695473908574,0.00200298,0.07532186118600537,14.160182245531724
593,RUNDC3A,-2.188909052179357,-11.309412746046677,0.000429597,4.904415473326055e-12,3.5540874727640706
594,IL18,-1.9783555215421873,-1.8970446580613558,0.000623204,0.012516565056228331,13.17700909138656
595,FRMD4A,-2.5265135000858745,-3.003801500633868,0.000310555,0.0009903032470435986,11.522094270270362
596,AIF1L,-2.275920727482926,-2.4423465790664443,0.00017889,0.0035982216714349467,12.334141964440734
597,WNT3,-1.814215846038934,-6.184230194010631,0.00224852,6.542888537078142e-07,9.05396323094054
598,DCAF11,-2.283286797326604,-3.3622005773532284,0.00111004,0.00043412105057538,11.406921896310273
599,FARSB,-2.2279057986149677,-2.288314004130298,0.000142444,0.005122190660554694,12.536189468244839
600,C9orf78,-2.392471009684441,-2.9335676749269535,7.17119e-05,0.0011639291437283733,11.72637058637871
601,RECK,-1.9487004232991256,-3.0694008105033745,0.000148898,0.0008515873317929135,12.034308037187603
602,BIRC6,-2.7217988196918483,-2.1359986432098568,0.000115194,0.0072583449142913856,12.1946118080884
603,JARID2,-2.9168782768791037,-4.60153508611517,0.000189401,2.502960774346979e-05,9.53399590799583
604,AEBP1,-1.8266474709572897,-5.682289513894225,0.00138704,2.078306440752208e-06,9.54347228613859
605,ANKRD17,-2.1718163413460876,-10.435485788112672,0.000219961,3.6687169977026764e-11,4.445107141531345
606,PAN3,-2.6480336796899118,-4.109032387458477,4.37636e-05,7.779180108703694e-05,10.295343203841716
607,NSF,-2.001470394075086,-0.23072893911558245,0.000887125,0.370220026297382,14.820209937799437
608,MSI1,-2.106894296872546,-3.6399191760290406,0.000203079,0.00022907691496694207,11.305595798088518
609,MEST,-2.1244848830536283,-1.6437224099670145,0.000404762,0.02220873106116277,13.284201977969461
610,DUSP10,-2.1312213188468276,-6.660333308245392,0.00048774,2.1860827474767395e-07,8.260854643897884
611,HBP1,-2.4365408848651127,-10.25810591105096,0.000119668,5.5194282097819745e-11,4.357762475074033
612,TIMP2,-3.115832475570416,-6.609222074337569,8.6322e-05,2.459109224213383e-07,7.32735472108212
613,BOK,-1.9840868124962372,-2.739380808291052,0.000985791,0.001818982405767641,12.328941650202815
614,KIFAP3,-3.0681211249622145,-6.437327626468904,5.21895e-05,3.6531896190007577e-07,7.546960519558986
615,HIBADH,-2.9453660966758783,-1.7070798132650398,9.21819e-05,0.019252076730523062,12.399963361049185
616,BOC,-2.2026328751514477,-1.1024894818737492,0.000130885,0.07319772905976818,13.747286913964906
617,CCDC88A,-2.1178107719360395,-7.2725579912971074,0.000128482,5.3387795164051765e-08,7.6620405077569576
618,DSC2,-2.2819128518504743,-2.1555414244465956,0.000551481,0.006941183837937926,12.614954994693035
619,SUSD6,-2.0919990197422385,-0.3264024828355863,0.000126804,0.3204794127447527,14.634007768412278
620,MICAL2,-2.7808434489284513,-2.4046918950845084,0.00012793,0.003922844424472307,11.866873926977144
621,GPR108,-2.157210221788534,-8.38367643127112,0.000795548,4.133553537322409e-09,6.511522617930451
622,LYN,-2.867250862831351,-5.048148908189187,0.000105803,8.950498098622392e-06,9.137009499969565
623,PYGL,-2.1031828004585944,-1.3239722853696951,0.00027518,0.04527973292966255,13.625254185161815
624,SOD2,-2.7514707085043004,-2.2200874273622704,0.00024191,0.0059883071210297375,12.080851135123533
625,ZNF366,-1.9293146190941628,-4.159225488109506,0.00288682,6.930178382306482e-05,10.963869163786436
626,TRNP1,-2.068908114353281,-0.6528863848286081,0.000656907,0.1819299185415326,14.330614771808214
627,C12orf10,-2.163801504088307,-0.7580703842266727,0.00125698,0.14861295021340737,14.130537382675124
628,TLR2,-2.5208523510514365,6.266650078717995,0.000395535,0.9999994588100959,20.798206998656664
629,TLR5,-2.247660521655796,-2.118619250491663,0.00109773,0.0075524578474936085,12.686129498842645
630,RNF6,-2.3557817025516443,-3.892743240475245,0.0010884,0.00012799740573188047,10.803884327963214
631,RNF2,-2.451752186434463,-2.150793101503305,0.000199752,0.0070169556444388366,12.449863983052335
632,STMN1,-2.272624302037812,-1.8746266438421217,0.000365246,0.013170895553426524,12.90515832511017
633,SLC7A8,-1.9539185514565958,-3.5278442904101595,0.00111048,0.0002965015182441138,11.570646429123348
634,NFKBIB,-2.110455474099459,-4.391252436869981,0.000277878,4.0619064987571685e-05,10.550701360020664
635,HLA-B,-1.3227435400772976,-4.167104129042535,0.00603303,6.805598336059177e-05,11.562561601870271
636,HLA-A,-1.5015489036752323,-5.378066062364421,0.000376031,4.187281121685643e-06,10.17279430495045
637,SLC7A2,-2.372583225007934,-4.547600385471653,0.00023654,2.8339181769056222e-05,10.132225660510517
638,CCDC68,-2.230677912452591,-4.678946110163287,0.000263361,2.0943284588392554e-05,10.142785248374226
639,PHF21B,-3.0319058488509714,-1.430572101205649,7.69364e-05,0.03577711632851918,12.589931320933484
640,NFKBIZ,-1.8306176402403334,-2.329260063212209,0.00135884,0.004663477406309708,12.892531567537562
641,TMEM59L,-1.9952283966446032,-1.9827720958165824,0.00107636,0.010297518089426912,13.07440877852892
642,ARID4B,-3.1220794243548116,-4.810029124879035,1.70383e-05,1.5486887701211384e-05,9.120300721756257
643,RAF1,-2.3112904488062016,-1.745087713148813,5.3629e-05,0.017667328146359452,12.99603110903509
644,AMER2,-2.7671011962217866,-12.705317679224159,0.00020494,1.9709804690962122e-13,1.5799903955441579
645,CD9,-2.512105040460815,-0.06319758706630979,0.00022528,0.4636846047840791,14.477106643462978
646,MYD88,-1.9669224568527588,-0.5203382093180994,0.00187084,0.23180929192088193,14.565148604819246
647,PGM5,-1.4882075162971398,-2.624888368442465,0.0324932,0.0023663703336842066,12.9393133862505
648,PGM1,-2.028763329861171,-4.166448184830771,0.000208404,6.815884354954042e-05,10.857197756298163
649,ASIC2,-2.4437672101370236,1.1918854230169948,0.000165261,0.9395973019470579,15.800527483870075
650,TCEANC2,-2.115646206595634,-7.233404066699627,0.000131087,5.8424621553977465e-08,7.703358997694842
651,CDC27,-2.039665331504236,-0.248965553396347,0.000380138,0.3604839297777099,14.763778386089522
652,SDC2,-3.233795158118518,-1.099594034069582,7.2334e-05,0.07365130713917158,12.719020078802004
653,GCH1,-2.3766758085916972,-1.2727736439769866,9.41779e-05,0.05065811199348452,13.40295981842142
654,RBPMS,-3.2880599692410475,-1.222268810703925,3.008e-05,0.05655214604707571,12.542080491045132
655,TNFAIP3,-2.527740718253373,-2.132028715751488,0.000336668,0.007324510115314749,12.392639836985243
656,ELOVL5,-2.147289907638335,-2.7415602873456097,0.000129467,0.0018098933061352948,12.163559076006159
657,ACTR6,-2.155341265095701,-12.653496083360759,0.00051253,2.220771711156739e-13,2.2435719225336435
658,GGT5,-2.0939300646308725,-4.99072685747037,0.000196123,1.0215713529519344e-05,9.967752348888862
659,RAB8B,-2.2246685332455436,-2.91616852146528,0.000142429,0.0012114487163638302,11.91157221627928
660,TNPO3,-1.9251880114797433,-1.1310538038877327,8.69545e-05,0.06885913798542856,13.99616745562263
661,TNPO1,-1.9094168999217205,-10.484726585354766,0.00185488,3.275468405189405e-11,4.658265785713617
662,SGCD,-3.0341061724714224,-4.904633207598165,0.000147498,1.2455506221931458e-05,9.113669890920516
663,MAPK1,-2.1310695242590794,-3.0504597314718325,6.39714e-05,0.0008895160418294996,11.870880015259193
664,PPP1R12B,-2.3721045307463946,-2.467152520005514,2.57866e-05,0.003399137546111223,12.213152220238195
665,COX7A2L,-2.280696040708212,-11.419638570256202,0.000376238,3.805059302754356e-12,3.352074660025689
666,SGPP1,-2.745425884472119,-0.8199220732021001,6.48248e-05,0.13147948860545008,13.487061313315884
667,GBGT1,-2.205268165349861,-1.8926958935242566,0.00047886,0.012640935750125025,12.954445212115987
668,HHEX,-1.9878336014860036,-0.7616981858665373,0.000773481,0.14755912762354262,14.302877483637563
669,ATP8A1,-2.915948719955366,-3.6574311906132486,5.18021e-05,0.0002200256146897598,10.479029360421489
670,FERMT2,-2.12788073071876,-0.01055459466314488,0.000182841,0.4939245859396929,14.913973945608198
671,FERMT3,-2.1036280465822523,-2.229333642607317,0.00113196,0.005862902041215033,12.719447581800534
672,FERMT1,-2.0461663579579557,-1.885737514359272,9.51993e-05,0.012842481337974937,13.120505398672876
673,FADS2,-2.039887478216532,-1.0516275206751422,0.000199766,0.08155069544817473,13.960894272098429
674,ADTRP,-2.2086493087563532,-1.294441065137525,0.000146705,0.048311842416922,13.549318897096226
675,SYNGR2,-2.1669021011193847,-5.426846583664148,0.00130909,3.7424136717048526e-06,9.458660586206571
676,PRR5L,-2.8891250878862795,-7.133589566605507,7.48658e-05,7.352083002890305e-08,7.029694616498318
677,TBC1D12,-2.2546109053629118,-0.7039943533792649,0.000105358,0.16506605268081284,14.093804012247928
678,ARFGAP2,-1.4422522432515514,-2.7467664225110213,0.0014938,0.0017883651783695282,12.863390605227531
679,XYLB,-2.17015128022303,-0.8783565954742055,8.90715e-05,0.1168616820492506,14.003901395292868
680,TBC1D15,-2.341183309607012,-1.5674828485364296,0.000106166,0.026358236226767823,13.143743112846662
681,ADAM10,-2.7496368298686615,-2.9874179964113328,7.43371e-05,0.0010283363152967812,11.31535444471011
682,LAMB1,-2.1532852506666265,-1.9311337812507157,0.00023799,0.011582614297937036,12.967990239072762
683,MEPE,-2.02591774961112,-1.8512975196442147,0.000251985,0.013887653641819799,13.17519400173477
684,CPNE2,-2.031745917918249,-1.43571953052313,0.000310578,0.0353704850453908,13.584943822548725
685,CPNE4,-2.8448575302892096,-0.723032882040605,0.000107841,0.15911272030480228,13.484518858660289
686,PXK,-2.6484403954930094,-4.388604846559984,7.85873e-05,4.086743726100805e-05,10.01536402893711
687,DGKH,-2.8199095436695356,-2.0394166571896384,0.00010093,0.009049721347614182,12.19308307013093
688,ICK,-2.0803939736246204,0.7395623304280442,0.000530974,0.8459137896114514,15.711577627793528
689,CNP,-1.99669355246053,-0.8936044623542333,0.000956,0.11328666162533495,14.16211125617534
690,ANLN,-2.5289798371960415,-2.409635897049915,0.000149997,0.003878612277770653,12.113793536744147
691,PTPDC1,-2.3921734428365067,-1.0612024572228602,0.000189467,0.07991452416901959,13.599033370930737
692,USP13,-2.7725893245836395,-6.218144939214669,0.000232205,6.051385189072144e-07,8.061675007191795
693,AAK1,-2.2277021990869716,-2.2612934383653815,7.50415e-05,0.005449209792836958,12.56341363353775
694,NR2E1,-2.4123074121800165,1.075337511426648,0.000745946,0.9224461254836045,15.715439370236735
695,SSBP2,-2.8048447355516686,-0.030638517787758435,4.85798e-05,0.4823703626904414,14.216926017650676
696,SBNO2,-1.858788744558471,-5.066276332192863,0.00425628,8.584597540209232e-06,10.12734419423877
697,NEDD4L,-2.761473718738426,-6.026671546251697,0.000204779,9.404334008515311e-07,8.264264005999982
698,BRAF,-3.179615666267593,-1.729107795437638,2.32301e-05,0.01831737799837111,12.143685809284873
699,MAST4,-2.8247546694673824,-1.5090832961376546,0.00022826,0.030038027589091947,12.718571305385067
700,IFITM10,-2.24504010802758,-5.925007944611975,0.000637675,1.188479073707986e-06,8.88236121835055
701,PCSK2,-2.1855563333809367,-2.526378194215626,0.000287492,0.0029670939483062014,12.340474743393541
702,PCSK6,-2.4539024392877,-2.4706087048897776,0.000201341,0.0033722848802560344,12.127898126812626
703,SEMA4B,-2.1580735711652808,-2.3039954428842746,0.000260084,0.004941436272349366,12.590340256940548
704,SEMA4F,-1.8339219628443264,-6.053434168248692,0.000256643,8.84230411780213e-07,9.165053139897086
705,NCAN,-2.1249355451677183,-5.12438291509858,0.000237981,7.509548448632485e-06,9.803090810723806
706,NTNG2,-2.1798270807001865,-1.2717882419818785,0.000103975,0.05076734241038651,13.60079394830804
707,NAPG,-2.605047273420867,-2.4984864880294504,0.000152716,0.00316327930278961,11.948875509539786
708,MRPL51,-2.3494058600831815,-5.414173419856185,0.00072194,3.8532297675503765e-06,9.288829991050736
709,C3orf14,-2.1479647994601265,-0.5782808678627303,0.00122783,0.20890459553660726,14.326163603667247
710,THY1,-2.3264306177306784,-4.44933514732134,0.000196262,3.553443544792959e-05,10.276643505938086
711,YAF2,-2.6755898145288324,-8.424236568741275,0.000151659,3.7649865547971115e-09,5.952582887719997
712,MAEA,-1.7987046596540528,-7.0697311578838615,0.000195589,8.516650103344614e-08,8.18397345345219
713,SLITRK3,-2.107354939126324,-6.998429298391674,0.00103899,1.0036231214404148e-07,7.946625033472106
714,LARP6,-2.3837560419915182,-0.9532693971585461,0.000247856,0.10020184146474562,13.71538383184004
715,SCCPDH,-2.5938722000769916,0.16376011263909646,0.000165793,0.5931666133524659,14.62229718355221
716,PIK3C2A,-2.668012127403049,-1.885364074383547,9.03462e-05,0.012853387045119888,12.499033069203508
717,PCDHGC3,-1.795548897128563,-4.640169380607034,0.000362875,2.2899219195893592e-05,10.616690993254508
718,COL23A1,-2.7075435226485647,-0.10809706350730723,0.000239019,0.43809360363729405,14.236768684834232
719,MT1E,-1.9458597395089325,-1.321648331985354,0.00270305,0.045511621902752826,13.784901199495817
720,IQCK,-2.267608015023516,-1.5891273535945094,7.56433e-05,0.02510896002695243,13.195673902372079
721,CEP70,-2.1410359612405654,-3.0191037350261576,8.36756e-05,0.0009560505570776121,11.89226957472338
722,ANGPTL2,-2.1850553355199827,-4.210952780585656,0.00027632,6.152059123494569e-05,10.656401154884465
723,PAIP2B,-2.243322538535861,-6.226607147044829,0.000161484,5.934615618637098e-07,8.582479585409414
724,RASGRP2,-2.2758217801636142,-0.3573917890418951,0.000405655,0.3051431153453265,14.419195701784595
725,PDS5B,-3.1828710324740213,-1.2310869635542232,3.86438e-05,0.05547852102727657,12.63845127496186
726,BAZ2B,-2.37783145568757,-2.7371773042524192,0.000184507,0.0018282180148903769,11.937400511050114
727,BOD1L1,-2.3807233415797446,-6.174577220431117,0.000150881,6.68994410206061e-07,8.497108708979242
728,APOE,-2.152601255360955,0.5154737700803875,0.000889833,0.7661901536652759,15.415281785709537
729,VWA5B2,-2.005326965628472,-2.954986512210397,0.000791072,0.0011079802812078159,12.092095793151234
730,ZNF516,-3.152891709281872,-2.9091766344114642,0.000122099,0.0012310859712622978,10.990340927296767
731,TMTC2,-2.2354325909250536,-0.30502416584817565,0.000105388,0.331292716342018,14.511952514216874
732,KIF9,-1.8520804536175408,-5.895564362773569,0.000207338,1.2718476294906478e-06,9.304764454598995
733,KCNQ5,-2.0322820292330226,-6.880728570780162,0.000414329,1.316046916807266e-07,8.13939867097692
734,NCAPD2,-2.217735908815246,1.6724793149889605,0.000203333,0.9791845765992241,16.50715267716382
735,HCK,-1.4349821425188887,-0.6483024913321035,0.00453704,0.18350608197961213,14.969124637139112
736,SLC39A3,-2.2511794784208363,-1.8815374394757065,0.000237698,0.012965665721787775,12.919692353093561
737,TCAF1,-2.3058479507471845,0.02881928531556359,0.000283056,0.5165836291382015,14.775380605558484
738,SULT4A1,-2.2372869024114292,-4.375879062718486,9.68618e-05,4.208260935564149e-05,10.439243305860188
739,TMEM74B,-2.2569447426785163,-2.1253040138271144,0.00147697,0.007437956762023896,12.670160514484474
740,FLOT1,-1.6566887164083524,-2.3110137299105076,0.00107058,0.0048626086113876706,13.084706824671244
741,ATXN3,-2.8923780346958674,-4.435810823893386,3.54601e-05,3.6658378859648515e-05,9.72422041240085
742,GNS,-2.6944128576043114,-3.3330519780745633,0.000176463,0.00046424406088176637,11.02494443531123
743,AKAP12,-2.9149385236571965,-5.8848907912343025,3.78657e-05,1.303492818106476e-06,8.252579956098606
744,STRIP2,-2.24750524203116,-1.2572845413608666,7.38869e-05,0.05240105458505929,13.547619487598077
745,SPI1,-1.6614133954214294,5.69847837533934,0.000213152,0.9999979977386919,21.089474250908015
746,NEDD1,-2.5123972553863174,-3.6333064034663045,0.00011482,0.00023259082111146617,10.906705612137483
747,P2RY12,-1.9698794317716137,0.28380572763363976,0.000136572,0.6577957828580197,15.366335566852129
748,P2RY13,-1.9855261769747952,-7.806093773021917,0.0012986,1.5628101392473297e-08,7.260789320993391
749,FICD,-2.189203255451755,-3.335761486257206,0.00142478,0.00046135804942470905,11.527444529281144
750,S100A4,-2.648028376005263,-1.0398749378167025,4.57987e-05,0.08360068184797174,13.364505957168138
751,TCFL5,-2.3137211490170344,-6.398703636380453,0.000283841,3.9929713142457045e-07,8.339984485592616
752,CPOX,-1.8926950584977382,1.1562610090205268,0.000954134,0.9347705084730609,16.315975221512893
753,APBA1,-2.2687206126391204,-4.713159725165884,0.000350191,1.9356724470980757e-05,10.0705289331851
754,WASL,-2.082312795704963,-0.8663144236637279,0.000154048,0.1197539048575983,14.103782051621412
755,TEAD3,-1.7819347215434687,-1.670764656682379,0.000912195,0.020896047512082256,13.599709892764256
756,ALOX5AP,-2.3439641025430222,-0.14327892296103661,0.000187132,0.41826205644327,14.565166245486045
757,AP1S1,-1.8685062689824308,-3.5909878048629253,0.00276209,0.0002563898522967953,11.592915197144748
758,CAD,-2.1049462568876045,-5.7233801748115845,0.000150933,1.8906842398478646e-06,9.224082839290915
759,ACER3,-3.70909617222918,-6.033875033613228,1.49957e-05,9.249634346248428e-07,7.309438065147695
760,PDE1C,-2.4433857481036045,-12.970412853068447,0.000190675,1.0705011715784406e-13,1.6386106698180516
761,ESYT2,-3.0650827296149625,-1.4945634091014992,5.9443e-05,0.031027587108713093,12.492763132273643
762,DYM,-3.0378098225025223,-7.336209980912128,3.78875e-05,4.6109456066406165e-08,6.678389467575453
763,AJUBA,-2.1055819781680296,-1.6062067539783116,0.00140177,0.02416406812899055,13.340620538843762
764,LGALS3BP,-2.095579158847308,-7.264113766636586,0.00167091,5.4436000541208504e-08,7.692716345506209
765,MRS2,-2.270929991487506,-2.7931211892673793,0.000308595,0.0016076076856050361,11.988358090235218
766,TTBK2,-2.002956637193141,-2.9766045567008668,8.89761e-05,0.001054234813037858,12.072848077096097
767,SOX21,-1.6427784469678457,-3.8205088138085457,0.0104459,0.00015115605019238026,11.589122010213712
768,ZNFX1,-2.269585327182043,-3.3346709062691144,0.000117275,0.0004625175095139168,11.448153037538948
769,ANK2,-2.8595752844375877,-3.987744966598806,0.000196074,0.0001028514368642803,10.20508901995371
770,PPP1R13L,-1.995280892304724,-2.4034617213808818,0.00302979,0.003933928171172396,12.653666657304498
771,BZW1,-2.181273025140631,-4.876659298895568,0.00116516,1.3284185511402843e-05,9.994476946953906
772,FUT8,-2.9797506661897546,-0.7432457925516943,8.80827e-05,0.1529839431861693,13.329412812248655
773,OCA2,-2.5321621624526753,-1.1853463541512776,0.000112115,0.06126291016246382,13.334900754386151
774,EPHX2,-2.403234794773132,-1.2823207902835692,0.000146471,0.049611285491934755,13.366853685933403
775,PTK2B,-3.02397165997191,-0.7902062033231267,4.86436e-05,0.13949183632399823,13.238231407695068
776,USP28,-2.2355568987054526,0.8929224359113958,9.69601e-05,0.8865554890741756,15.709774808196048
777,MOAP1,-2.2157075786477325,-3.234551269509253,0.00215819,0.0005823656336543078,11.60215042283312
778,ADAMTS4,-1.9807813379379513,-0.0794037432683824,0.000630765,0.45441843632008033,14.99222418978377
779,ALS2CL,-2.0888018572564397,-5.647067628877828,0.000267367,2.2538831265432854e-06,9.316539784855836
780,ADAMTS1,-2.554877792445079,-4.030742400567638,0.000717018,9.315735299026529e-05,10.466789077977387
781,CCSER2,-2.912420579847753,-1.7676316132498278,0.000134412,0.01678863079758578,12.372357077892524
782,ARHGEF7,-2.6252222817194792,-1.1270609466840267,0.00019092,0.06945096974661377,13.300126042586598
783,ARHGEF2,-2.048592996139789,-5.719017757436577,0.000394044,1.909771522831705e-06,9.284798517413739
784,ARHGEF1,-2.141227284499913,-1.3603198266183654,0.000502788,0.041796316520616966,13.550862159871826
785,CDH9,-2.1948299935082933,-13.968712893021811,0.00104045,1.074699648858928e-14,0.8888663844599982
786,CDH8,-2.989608861974152,-1.6934311392232837,0.000148625,0.019854520455741525,12.369369269792667
787,CDH1,-2.6672973252899386,0.7712973557921468,0.000161421,0.8551994940120331,15.156409301492312
788,MEF2C,-2.690984844013703,0.6032054245406726,0.000296842,0.8004216593135207,14.964629851517074
789,LIPA,-1.9939286181178613,1.1110799037117773,0.000334897,0.9281328779686406,16.16956055658402
790,LIPE,-2.1483357950649804,-1.3014175044414762,0.00067048,0.04757859810168263,13.602655971483648
791,DFFA,-2.140938848189563,-2.9300751639896023,0.000485332,0.0011733159438031358,11.981395258810938
792,LDB2,-2.575880924487438,0.1203195812514757,0.000251773,0.5688218813931242,14.596847927754142
793,PALM,-1.9681134542498933,-4.027741452046897,0.00241063,9.38032331918034e-05,11.056554364693314
794,RNF19A,-2.3352576229839856,-3.7311836031766408,3.72378e-05,0.00018566744240701736,10.985968044829477
795,SLC41A1,-1.9640162045213856,-6.61067479655833,0.000505396,2.450897207548747e-07,8.477718269910389
796,SCARB2,-2.066989077046337,4.32988350376546,9.44639e-05,0.9999532161263776,19.315303697709226
797,TMSB10,-1.5601645569081435,-7.317165100852409,0.00323518,4.8176459255881386e-08,8.175079613229551
798,NETO1,-2.8277660681137426,-3.0394852115608524,0.000171593,0.0009122595496838423,11.18515799131551
799,SEC63,-2.913832754708523,0.15752161188412966,5.09373e-05,0.5896955436348273,14.29609812816571
800,CNTN2,-2.1389919288703485,-10.279242630872927,0.000250122,5.257234740424807e-11,4.634174711246828
801,CNTN6,-1.2661064954791552,-3.365044014787802,0.0541868,0.00043128925485695256,12.421258760723147
802,CNTN4,-1.0908409277811897,-2.1463548741558176,0.0720712,0.007088521439427533,13.815213469053097
803,UNC93B1,-2.26737643004843,0.6472215959261426,0.000184096,0.81612071531462,15.432254436867817
804,GATM,-2.193234410835718,-1.3107888624616533,0.000308298,0.04661026879376766,13.548385997692733
805,MT1H,-1.812209404379564,-4.498607971456498,0.0021476,3.172329217083933e-05,10.741591895154041
806,ZNF764,-2.1002939183597684,-1.2703703555173584,0.00120827,0.05092490433904838,13.681744997112977
807,MT1F,-1.9499315476395196,0.12928339282983314,0.00139823,0.5738767462745994,15.231761116180417
808,MT1G,-1.829729273181897,-1.321034206621187,0.00176488,0.04557308929818468,13.90164579118702
809,GATB,-2.9314132602912397,-3.8083030478944235,6.7183e-05,0.00015546385398464827,10.31269296280444
810,SHD,-2.336334178499381,-5.333241367058144,0.000414585,4.642550287977293e-06,9.38283372543258
811,HHATL,-2.0764206754974706,-1.8990607482747288,0.000477529,0.01245931734188445,13.076927847217904
812,EGLN2,-2.0137416671428046,-2.8351069554338753,0.000583031,0.0014596833325018176,12.203560648413424
813,MTHFD2,-2.3010328953619825,1.729713377387146,0.000505164,0.9817076791330284,16.48108975301527
